,gram_count,document_count,Average_freq
expanded,1,1,1.0
dependency,1,1,1.0
reflects,1,1,1.0
proving,1,1,1.0
exhibit,2,2,1.0
provision,1,1,1.0
incorporates,2,2,1.0
juncts,1,1,1.0
utilizing,1,1,1.0
yu,1,1,1.0
hong,5,3,1.6666666666666667
ni,1,1,1.0
dan,1,1,1.0
qin,1,1,1.0
cancer,1,1,1.0
dna,1,1,1.0
microarray,1,1,1.0
biomed,1,1,1.0
res,6,2,3.0
int,23,2,11.5
rst,1,1,1.0
elucidate,1,1,1.0
therapeutic,1,1,1.0
uremia,1,1,1.0
patients,1,1,1.0
med,1,1,1.0
biol,1,1,1.0
eng,6,2,3.0
comput,8,2,4.0
haixiang,1,1,1.0
yijing,1,1,1.0
yanan,1,1,1.0
xiao,1,1,1.0
jinling,1,1,1.0
appl,2,1,2.0
artif,5,1,5.0
intell,16,2,8.0
trans,17,3,5.666666666666667
knowl,11,2,5.5
mohamed,1,1,1.0
recognit,2,1,2.0
fernández,3,1,3.0
v,43,4,10.75
palade,1,1,1.0
trends,2,1,2.0
intrinsic,2,1,2.0
plex,1,1,1.0
syst,5,2,2.5
directions,6,3,2.0
prog,1,1,1.0
ior,1,1,1.0
vluymans,1,1,1.0
verbiest,1,1,1.0
cornelis,1,1,1.0
ifrow,1,1,1.0
ann,2,2,1.0
ordered,6,2,3.0
weighted,19,4,4.75
average,6,3,2.0
fuzzy,3,3,1.0
domingos,3,3,1.0
metacost,6,3,2.0
lópez,1,1,1.0
fication,3,2,1.5
laney,1,1,1.0
controlling,5,3,1.6666666666666667
velocity,1,1,1.0
variety,1,1,1.0
meta,1,1,1.0
kambatla,1,1,1.0
kollias,1,1,1.0
kumar,2,1,2.0
grama,1,1,1.0
distrib,1,1,1.0
zikopoulos,1,1,1.0
eaton,1,1,1.0
deroos,1,1,1.0
deutsch,1,1,1.0
lapis,1,1,1.0
enterprise,1,1,1.0
streaming,1,1,1.0
osborne,1,1,1.0
media,1,1,1.0
ork,5,2,2.5
zhu,3,2,1.5
w,31,5,6.2
ding,1,1,1.0
bigdata,1,1,1.0
skews,1,1,1.0
adv,3,2,1.5
sara,1,1,1.0
del,1,1,1.0
herreral,1,1,1.0
evolutionary,3,3,1.0
cation,4,3,1.3333333333333333
proposals,3,2,1.5
taxonomy,1,1,1.0
evol,1,1,1.0
haghani,1,1,1.0
michel,1,1,1.0
aberer,1,1,1.0
web,3,2,1.5
webdb,1,1,1.0
kanungo,1,1,1.0
mount,1,1,1.0
netanyahu,1,1,1.0
piatko,1,1,1.0
anal,1,1,1.0
mach,14,2,7.0
kaufman,1,1,1.0
rousseeuw,1,1,1.0
duction,1,1,1.0
capoyleas,1,1,1.0
woeginger,1,1,1.0
ªgeometric,1,1,1.0
clusterings,1,1,1.0
jain,2,1,2.0
dubes,1,1,1.0
prentice,1,1,1.0
englewood,1,1,1.0
cliffs,1,1,1.0
murty,1,1,1.0
ªdata,1,1,1.0
surv,1,1,1.0
bahmani,1,1,1.0
moseley,1,1,1.0
vattani,1,1,1.0
proc,23,2,11.5
vldb,2,1,2.0
endowment,1,1,1.0
supercomput,1,1,1.0
tseng,1,1,1.0
su,2,2,1.0
lett,1,1,1.0
guttman,1,1,1.0
dynamic,2,1,2.0
structure,10,3,3.3333333333333335
sigmod,2,1,2.0
bentley,1,1,1.0
semidynamic,1,1,1.0
ings,3,3,1.0
sixth,2,2,1.0
annual,4,2,2.0
scg,1,1,1.0
ciaccia,3,1,3.0
patella,2,1,2.0
zezula,3,1,3.0
bases,2,2,1.0
rabitti,2,1,2.0
qunito,1,1,1.0
convegno,1,1,1.0
nazionale,1,1,1.0
sebd,1,1,1.0
moore,1,1,1.0
anchors,1,1,1.0
hierarchy,1,1,1.0
ity,3,2,1.5
survive,1,1,1.0
teenth,1,1,1.0
ilarity,1,1,1.0
multimedia,3,3,1.0
technical,2,2,1.0
hermes,1,1,1.0
esprit,1,1,1.0
ltr,1,1,1.0
projects,1,1,1.0
rosenberg,1,1,1.0
rowley,1,1,1.0
billions,1,1,1.0
scikitlearn,1,1,1.0
east,1,1,1.0
conf,20,2,10.0
discussions,4,2,2.0
stats,2,1,2.0
profiles,1,1,1.0
october,13,2,6.5
reads,1,1,1.0
gongping,3,1,3.0
shandong,3,1,3.0
publications,1,1,1.0
profile,1,1,1.0
uploaded,1,1,1.0
requested,1,1,1.0
enhancement,1,1,1.0
downloaded,1,1,1.0
xinjian,1,1,1.0
guo,3,2,1.5
yilong,2,1,2.0
cailing,1,1,1.0
dong,1,1,1.0
guangtong,1,1,1.0
zhou,2,2,1.0
jinan,1,1,1.0
china,7,3,2.3333333333333335
xinjianguo,1,1,1.0
ylyin,2,1,2.0
concentrates,1,1,1.0
convention,1,1,1.0
label,21,2,10.5
practical,4,2,2.0
years,7,3,2.3333333333333335
ch,1,1,1.0
almost,6,3,2.0
labeled,4,1,4.0
overwhelmed,2,1,2.0
seeking,1,1,1.0
reviewed,3,1,3.0
academic,5,1,5.0
activities,2,1,2.0
firstly,4,2,2.0
investigated,7,3,2.3333333333333335
remedies,4,1,4.0
acco,1,1,1.0
rding,1,1,1.0
phases,2,1,2.0
surveying,1,1,1.0
factors,6,2,3.0
share,1,1,1.0
probabilities,5,3,1.6666666666666667
grossly,1,1,1.0
violated,1,1,1.0
grew,1,1,1.0
causes,2,1,2.0
suboptimal,1,1,1.0
behave,1,1,1.0
badly,1,1,1.0
lots,2,1,2.0
spotting,1,1,1.0
unreliable,1,1,1.0
telecommunication,1,1,1.0
customers,3,2,1.5
word,3,2,1.5
pronunciations,1,1,1.0
retrieval,6,3,2.0
filtering,1,1,1.0
disease,2,1,2.0
genes,1,1,1.0
mutations,1,1,1.0
monitoring,2,1,2.0
shuttle,9,2,4.5
earthquakes,1,1,1.0
explosions,1,1,1.0
helicopter,1,1,1.0
fault,1,1,1.0
view,6,2,3.0
falls,2,1,2.0
frauds,1,1,1.0
expensive,2,1,2.0
researches,3,1,3.0
traced,1,1,1.0
field,2,1,2.0
sofia,1,1,1.0
visa,2,1,2.0
argued,7,2,3.5
mainly,5,1,5.0
rarely,2,1,2.0
satisfied,1,1,1.0
skewed,8,2,4.0
distributions,44,3,14.666666666666666
overview,1,1,1.0
pays,1,1,1.0
reminder,1,1,1.0
computation,9,3,3.0
workshops,2,1,2.0
sections,2,2,1.0
surveyed,1,1,1.0
summarized,1,1,1.0
concluded,5,2,2.5
activiti,1,1,1.0
es,6,3,2.0
recognizing,2,1,2.0
exists,5,3,1.6666666666666667
extensive,4,2,2.0
gave,1,1,1.0
rise,3,2,1.5
held,2,1,2.0
top,1,1,1.0
conferences,2,2,1.0
dedicated,2,1,2.0
conjunction,1,1,1.0
american,3,3,1.0
versus,7,2,3.5
discriminating,1,1,1.0
goal,3,2,1.5
icml,5,1,5.0
followed,1,1,1.0
vivid,1,1,1.0
panel,1,1,1.0
major,7,2,3.5
presentations,1,1,1.0
shortcomings,3,2,1.5
agreed,1,1,1.0
needed,6,2,3.0
besides,7,2,3.5
aspects,3,2,1.5
half,6,2,3.0
debated,1,1,1.0
moving,1,1,1.0
threshold,5,2,2.5
adjusting,5,2,2.5
questioned,1,1,1.0
responsible,2,1,2.0
leads,5,2,2.5
severe,3,3,1.0
representation,15,3,5.0
entirely,1,1,1.0
combined,5,2,2.5
hard,4,3,1.3333333333333333
improves,2,2,1.0
sacrifice,1,1,1.0
changing,8,1,8.0
manipulating,5,2,2.5
internally,4,1,4.0
counter,1,1,1.0
advanced,6,2,3.0
numerous,2,2,1.0
effect,11,3,3.6666666666666665
altering,2,1,2.0
his,5,3,1.6666666666666667
doctoral,1,1,1.0
dissertation,3,1,3.0
basic,5,3,1.6666666666666667
heuristic,5,1,5.0
naivest,1,1,1.0
elimination,1,1,1.0
discarding,1,1,1.0
introduced,8,3,2.6666666666666665
cleaning,3,1,3.0
hypotheses,6,3,2.0
thinks,1,1,1.0
condensed,2,1,2.0
cnn,3,1,3.0
correctly,10,3,3.3333333333333335
classifies,1,1,1.0
nn,1,1,1.0
bayesian,2,1,2.0
densities,1,1,1.0
overlapping,8,3,2.6666666666666665
deeply,1,1,1.0
imbedded,1,1,1.0
transferred,1,1,1.0
classified,9,1,9.0
oss,1,1,1.0
draws,2,2,1.0
puts,1,1,1.0
afterwards,2,2,1.0
misclassified,6,1,6.0
moved,1,1,1.0
eliminate,1,1,1.0
distant,1,1,1.0
wilson,2,1,2.0
enn,5,1,5.0
whose,3,2,1.5
ncl,3,1,3.0
deals,3,2,1.5
separately,4,1,4.0
remove,1,1,1.0
ei,8,2,4.0
contradicts,1,1,1.0
misclassify,1,1,1.0
links,3,2,1.5
paid,1,1,1.0
ej,5,1,5.0
viewed,2,1,2.0
impossible,1,1,1.0
aims,2,2,1.0
replication,3,2,1.5
likelihood,1,1,1.0
exact,1,1,1.0
consuming,2,1,2.0
fairly,1,1,1.0
lie,5,2,2.5
spread,2,2,1.0
preliminary,6,1,6.0
iterative,2,2,1.0
place,2,1,2.0
weights,10,2,5.0
incorrectly,3,1,3.0
decreases,3,3,1.0
forces,2,2,1.0
alters,2,1,2.0
approximates,1,1,1.0
sensitive,10,3,3.3333333333333335
strategy,7,2,3.5
assumptions,3,2,1.5
assumes,3,2,1.5
sufficiently,1,1,1.0
marginal,2,1,2.0
executing,1,1,1.0
negligible,1,1,1.0
procuring,1,1,1.0
permits,1,1,1.0
guidance,1,1,1.0
select,9,3,3.0
heuristically,1,1,1.0
determined,4,3,1.3333333333333333
guaranteed,3,2,1.5
induced,9,2,4.5
practice,3,2,1.5
ospc,2,1,2.0
save,1,1,1.0
reclassified,1,1,1.0
terms,9,3,3.0
simultaneously,2,1,2.0
severely,3,2,1.5
focused,9,3,3.0
couple,1,1,1.0
look,2,1,2.0
albeit,2,2,1.0
explicitly,2,2,1.0
converting,1,1,1.0
castillo,3,1,3.0
serrano,3,1,3.0
complete,7,2,3.5
putten,2,1,2.0
someren,2,1,2.0
coil,2,1,2.0
decomposition,2,2,1.0
drummond,2,1,2.0
default,1,1,1.0
surprisingly,1,1,1.0
ineffective,1,1,1.0
producing,1,1,1.0
little,1,1,1.0
response,1,1,1.0
modifications,2,1,2.0
moreover,4,3,1.3333333333333333
prunes,1,1,1.0
influence,1,1,1.0
pruning,1,1,1.0
avoidance,1,1,1.0
reestablish,1,1,1.0
naive,4,1,4.0
bayes,4,1,4.0
member,7,4,1.75
ranking,14,3,4.666666666666667
varying,1,1,1.0
pertaining,1,1,1.0
biasing,2,1,2.0
discrimination,2,1,2.0
phase,4,2,2.0
compensate,3,2,1.5
actually,3,2,1.5
assigned,3,2,1.5
usual,2,2,1.0
prototypes,4,1,4.0
weighting,1,1,1.0
tendency,1,1,1.0
biases,3,2,1.5
away,2,2,1.0
skew,3,2,1.5
pushes,1,1,1.0
accomplished,5,3,1.6666666666666667
kernel,167,3,55.666666666666664
develop,3,3,1.0
veropoulos,2,1,2.0
uggested,1,1,1.0
penalty,2,2,1.0
constants,1,1,1.0
errors,6,3,2.0
costlier,1,1,1.0
kaizhu,1,1,1.0
huang,5,3,1.6666666666666667
minimax,2,1,2.0
probability,17,3,5.666666666666667
bmpm,2,1,2.0
reliable,1,1,1.0
covariance,4,2,2.0
matrices,12,3,4.0
derive,4,2,2.0
bound,1,1,1.0
incorporating,1,1,1.0
corresponds,10,2,5.0
entry,1,1,1.0
λij,1,1,1.0
diagonal,2,2,1.0
elements,2,2,1.0
zero,3,3,1.0
meaning,2,2,1.0
minimize,1,1,1.0
choosing,5,2,2.5
conditional,1,1,1.0
ijλ,1,1,1.0
jiλ,1,1,1.0
fig,45,3,15.0
begins,2,1,2.0
employs,2,2,1.0
estimates,2,1,2.0
bagging,7,1,7.0
relearns,2,1,2.0
adaboost,9,2,4.5
resulting,6,3,2.0
adacost,55,2,27.5
empirically,3,1,3.0
cumulative,2,1,2.0
alone,1,1,1.0
imposing,2,2,1.0
studied,1,1,1.0
svms,10,3,3.3333333333333335
brute,2,1,2.0
shrink,3,1,3.0
ripper,3,1,3.0
flaws,1,1,1.0
boeing,2,1,2.0
manufacturing,2,1,2.0
detect,1,1,1.0
mixed,1,1,1.0
cover,2,2,1.0
uncovered,1,1,1.0
grown,1,1,1.0
covered,1,1,1.0
normally,2,2,1.0
discriminative,1,1,1.0
raskutti,2,1,2.0
kowalczyk,2,1,2.0
demonstrated,1,1,1.0
optimality,1,1,1.0
genomic,1,1,1.0
composed,4,2,2.0
aggressive,3,2,1.5
superiority,1,1,1.0
extensively,1,1,1.0
combine,1,1,1.0
successes,1,1,1.0
diversity,2,1,2.0
principle,1,1,1.0
equally,7,3,2.3333333333333335
weak,5,2,2.5
forced,1,1,1.0
stated,8,2,4.0
proportion,4,3,1.3333333333333333
distinguished,2,1,2.0
recognizes,1,1,1.0
suffer,2,2,1.0
updating,1,1,1.0
indicated,2,1,2.0
experts,1,1,1.0
detailed,6,3,2.0
chan,3,2,1.5
stolfo,3,2,1.5
resampling,2,1,2.0
wasted,1,1,1.0
composite,1,1,1.0
wrapper,1,1,1.0
estimated,2,2,1.0
style,2,1,2.0
constructing,3,3,1.0
variant,1,1,1.0
phua,2,1,2.0
stacking,1,1,1.0
mix,1,1,1.0
insurance,1,1,1.0
achieves,2,2,1.0
pintelas,4,2,2.0
learns,1,1,1.0
filtered,1,1,1.0
voting,1,1,1.0
affects,2,1,2.0
difficult,3,1,3.0
construct,1,1,1.0
own,1,1,1.0
suitable,17,2,8.5
practitioners,2,1,2.0
terminology,1,1,1.0
places,1,1,1.0
weight,8,2,4.0
widespread,1,1,1.0
geometry,1,1,1.0
mgm,2,1,2.0
sum,3,2,1.5
ms,2,1,2.0
categories,2,2,1.0
directly,11,3,3.6666666666666665
helpful,2,1,2.0
promised,1,1,1.0
beginning,2,2,1.0
presents,5,2,2.5
denote,8,3,2.6666666666666665
respectively,14,3,4.666666666666667
equations,2,2,1.0
denotes,4,3,1.3333333333333333
ideal,7,2,3.5
vice,1,1,1.0
versa,1,1,1.0
kind,1,1,1.0
community,4,2,2.0
adjusted,1,1,1.0
β,31,3,10.333333333333334
counts,5,2,2.5
twice,1,1,1.0
depicts,1,1,1.0
expense,1,1,1.0
introducing,3,2,1.5
positives,2,2,1.0
disadvantage,1,1,1.0
easy,2,2,1.0
tnfpfntptntpaccuracy,1,1,1.0
pr,2,1,2.0
fptptpecison,1,1,1.0
re,5,3,1.6666666666666667
fntptpcall,1,1,1.0
tnfpfpratefp,1,1,1.0
fntptpratetp,1,1,1.0
ecisioncall,1,1,1.0
ecisioncallf,1,1,1.0
prre,1,1,1.0
accuracyaccuracymgm,1,1,1.0
accuracyaccuracyms,1,1,1.0
criterion,7,3,2.3333333333333335
hold,1,1,1.0
dominates,1,1,1.0
dominant,10,2,5.0
largest,2,2,1.0
dominate,1,1,1.0
parts,1,1,1.0
convex,19,2,9.5
hull,1,1,1.0
relations,1,1,1.0
sick,1,1,1.0
inducing,1,1,1.0
decrease,2,2,1.0
contend,1,1,1.0
regardless,2,2,1.0
sufficient,1,1,1.0
jo,4,2,2.0
degradation,3,2,1.5
rectifying,1,1,1.0
inductive,1,1,1.0
solely,2,2,1.0
duplication,3,1,3.0
harmful,1,1,1.0
perceptrons,1,1,1.0
margins,3,2,1.5
degrees,2,2,1.0
necessary,4,2,2.0
harm,1,1,1.0
occurs,2,1,2.0
overlap,1,1,1.0
position,3,2,1.5
varies,1,1,1.0
variation,1,1,1.0
gives,3,3,1.0
fixed,1,1,1.0
effectiveness,5,2,2.5
clearer,2,2,1.0
deeper,2,1,2.0
except,3,2,1.5
basics,1,1,1.0
immune,1,1,1.0
specification,1,1,1.0
processes,2,2,1.0
ad,1,1,1.0
hoc,1,1,1.0
deadly,1,1,1.0
idiographic,1,1,1.0
kanellopoulos,1,1,1.0
gests,1,1,1.0
ralescu,1,1,1.0
sixteen,1,1,1.0
midwest,1,1,1.0
cognitive,3,2,1.5
dayton,1,1,1.0
robotics,1,1,1.0
sao,1,1,1.0
paulo,1,1,1.0
sp,5,3,1.6666666666666667
ios,1,1,1.0
rarity,2,2,1.0
unifying,2,2,1.0
maloof,2,2,1.0
unknown,3,3,1.0
stone,1,1,1.0
olshen,1,1,1.0
chapman,1,1,1.0
right,3,3,1.0
laurikkala,1,1,1.0
tampere,1,1,1.0
herna,1,1,1.0
rutgers,1,1,1.0
brunswick,1,1,1.0
jersey,1,1,1.0
menlo,3,2,1.5
park,3,2,1.5
ca,7,3,2.3333333333333335
mixture,1,1,1.0
annals,1,1,1.0
mathematics,4,3,1.3333333333333333
teleinformatics,1,1,1.0
hart,2,2,1.0
curse,3,3,1.0
sided,1,1,1.0
fourteenth,2,1,2.0
nashville,3,3,1.0
tennesse,1,1,1.0
morgan,1,1,1.0
kaufmann,1,1,1.0
lncs,1,1,1.0
costly,2,2,1.0
allocations,1,1,1.0
chinese,2,2,1.0
taeho,2,1,2.0
forman,1,1,1.0
mladenic,1,1,1.0
grobelnik,1,1,1.0
sixteenth,2,1,2.0
multistrategy,1,1,1.0
documents,1,1,1.0
der,1,1,1.0
variance,1,1,1.0
asymptotic,1,1,1.0
properties,3,2,1.5
beats,1,1,1.0
washington,4,2,2.0
dc,2,1,2.0
barandela,2,2,1.0
rangel,2,2,1.0
chang,4,3,1.3333333333333333
alignment,13,3,4.333333333333333
campbell,1,1,1.0
king,1,1,1.0
lyu,1,1,1.0
society,4,3,1.3333333333333333
fifth,2,2,1.0
z,19,3,6.333333333333333
h,25,3,8.333333333333334
g,11,3,3.6666666666666665
unsupervised,1,1,1.0
feed,1,1,1.0
forward,1,1,1.0
scholkopf,2,2,1.0
platt,1,1,1.0
smola,4,2,2.0
williamson,1,1,1.0
estimating,1,1,1.0
tax,1,1,1.0
delft,1,1,1.0
manevitz,1,1,1.0
yousef,1,1,1.0
riddle,1,1,1.0
segal,1,1,1.0
etzioni,1,1,1.0
abound,1,1,1.0
ninth,1,1,1.0
lnai,2,1,2.0
cohen,1,1,1.0
twelfth,1,1,1.0
communications,1,1,1.0
rebalancing,1,1,1.0
u,19,3,6.333333333333333
seventh,1,1,1.0
principles,2,2,1.0
dubrovnik,1,1,1.0
croatia,2,2,1.0
estabrooks,2,1,2.0
yan,1,1,1.0
jin,1,1,1.0
hauptmann,1,1,1.0
scene,1,1,1.0
acoustics,1,1,1.0
speech,1,1,1.0
alahakoon,1,1,1.0
bradley,1,1,1.0
fawcett,4,2,2.0
imprecise,3,2,1.5
presence,1,1,1.0
canadian,1,1,1.0
micai,1,1,1.0
kolez,1,1,1.0
chowdhury,1,1,1.0
alspector,1,1,1.0
guti,3,1,3.0
senior,2,1,2.0
ti,2,1,2.0
ˇno,2,1,2.0
herv,3,1,3.0
matches,3,1,3.0
linearly,12,2,6.0
accessible,3,1,3.0
isomorphic,2,1,2.0
framed,1,1,1.0
pose,3,1,3.0
hindrance,2,1,2.0
maximising,1,1,1.0
separation,11,2,5.5
inﬂuence,5,2,2.5
deﬁned,9,2,4.5
uniﬁed,3,1,3.0
preferential,12,1,12.0
spans,3,1,3.0
classiﬁcation,45,2,22.5
ro,2,1,2.0
conveniently,1,1,1.0
entropy,1,1,1.0
etc,2,2,1.0
paradigm,6,1,6.0
difﬁcult,9,2,4.5
receiving,1,1,1.0
communities,1,1,1.0
happens,1,1,1.0
designed,2,1,2.0
harming,1,1,1.0
formal,1,1,1.0
deﬁnition,2,1,2.0
subsidized,1,1,1.0
spanish,1,1,1.0
ministerial,1,1,1.0
commission,1,1,1.0
echnology,1,1,1.0
micyt,1,1,1.0
feder,1,1,1.0
funds,1,1,1.0
junta,1,1,1.0
de,2,2,1.0
andaluc,1,1,1.0
spain,4,1,4.0
tino,1,1,1.0
supported,1,1,1.0
epsrc,1,1,1.0
ortiz,1,1,1.0
numerical,2,1,2.0
pagutierrez,1,1,1.0
chervas,1,1,1.0
birmingham,2,1,2.0
united,1,1,1.0
kingdom,1,1,1.0
exhibiting,2,2,1.0
hindering,1,1,1.0
existence,1,1,1.0
categorised,1,1,1.0
sizes,1,1,1.0
classiﬁer,23,2,11.5
pay,1,1,1.0
contextualised,1,1,1.0
brief,4,2,2.0
roughly,2,1,2.0
speaking,4,2,2.0
opposite,5,2,2.5
equivalent,3,2,1.5
aimed,1,1,1.0
signiﬁcantly,9,2,4.5
methodologies,3,1,3.0
impose,1,1,1.0
aliasing,1,1,1.0
specially,2,1,2.0
entail,1,1,1.0
meaningful,1,1,1.0
concerning,6,1,6.0
ﬁrst,18,2,9.0
erating,1,1,1.0
assumed,2,1,2.0
inside,3,1,3.0
careful,3,2,1.5
prevent,2,1,2.0
powerful,2,2,1.0
extracting,1,1,1.0
analyse,11,1,11.0
referred,6,1,6.0
spreading,1,1,1.0
rapidly,1,1,1.0
acceptance,1,1,1.0
generalisation,5,1,5.0
determinism,1,1,1.0
ector,4,1,4.0
formulation,2,1,2.0
maximisation,1,1,1.0
nonlinear,10,2,5.0
classiﬁers,21,2,10.5
advisable,5,1,5.0
nonlinearity,1,1,1.0
development,4,2,2.0
tricky,1,1,1.0
contrast,2,2,1.0
propose,3,1,3.0
ideally,8,1,8.0
separated,1,1,1.0
straightforward,1,1,1.0
dot,16,1,16.0
products,6,1,6.0
cope,2,1,2.0
efs,64,1,64.0
preserves,3,1,3.0
geometrical,2,1,2.0
angles,3,1,3.0
uniquely,2,1,2.0
simpler,1,1,1.0
trick,3,1,3.0
φ,53,1,53.0
interpretation,1,1,1.0
approximated,1,1,1.0
mapping,9,2,4.5
proposal,2,1,2.0
free,1,1,1.0
approximation,4,2,2.0
intends,1,1,1.0
subdivided,1,1,1.0
extending,1,1,1.0
methodology,12,2,6.0
optimising,7,1,7.0
analytical,4,1,4.0
ﬁtted,1,1,1.0
separability,1,1,1.0
proposes,3,2,1.5
generalising,1,1,1.0
hyperplane,13,1,13.0
check,2,1,2.0
exposed,2,2,1.0
thorough,3,2,1.5
introduces,2,2,1.0
notions,2,1,2.0
exposes,2,1,2.0
iv,10,2,5.0
develops,1,1,1.0
vi,7,2,3.5
tal,1,1,1.0
ﬁnally,3,1,3.0
vii,8,2,4.0
outlines,1,1,1.0
conclusions,3,1,3.0
intended,3,1,3.0
notation,1,1,1.0
throughout,1,1,1.0
xi,88,2,44.0
rd,2,1,2.0
assign,2,1,2.0
xtr,10,1,10.0
xts,2,1,2.0
inputs,2,1,2.0
subscript,1,1,1.0
storing,3,1,3.0
rows,3,1,3.0
reproducing,1,1,1.0
kernels,10,1,10.0
mercer,1,1,1.0
xm,5,2,2.5
give,1,1,1.0
semideﬁnite,4,1,4.0
kij,1,1,1.0
xj,27,1,27.0
hilbert,2,1,2.0
nonlinearly,4,1,4.0
furnished,1,1,1.0
product,10,1,10.0
rm,1,1,1.0
span,2,1,2.0
refer,3,2,1.5
freedom,1,1,1.0
minima,1,1,1.0
speciﬁed,2,2,1.0
separating,3,1,3.0
maximises,2,1,2.0
margin,6,2,3.0
discriminants,1,1,1.0
replace,1,1,1.0
ξi,6,1,6.0
minimises,4,1,4.0
subject,2,1,2.0
constraints,2,1,2.0
yi,7,2,3.5
ξ,2,1,2.0
optimisation,18,1,18.0
classiﬁes,2,2,1.0
consists,4,2,2.0
line,6,3,2.0
connects,1,1,1.0
happen,1,1,1.0
endow,1,1,1.0
orthonormal,4,1,4.0
ug,1,1,1.0
satisfying,1,1,1.0
orthogonality,1,1,1.0
normalisation,1,1,1.0
completeness,1,1,1.0
ϕ,18,1,18.0
isometric,2,1,2.0
isomorphism,3,1,3.0
bijective,2,1,2.0
working,2,1,2.0
gram,5,1,5.0
rank,13,2,6.5
rr,2,1,2.0
contained,3,1,3.0
embedded,3,2,1.5
graphical,2,1,2.0
mappings,1,1,1.0
diagonalised,1,1,1.0
λ,8,1,8.0
pt,3,1,3.0
transpose,1,1,1.0
nonzero,2,1,2.0
eigenvalues,6,1,6.0
unitary,2,1,2.0
eigenvectors,2,1,2.0
ur,2,1,2.0
constituting,1,1,1.0
let,7,2,3.5
evaluated,4,2,2.0
writing,1,1,1.0
ztz,1,1,1.0
pλp,1,1,1.0
tpλ,1,1,1.0
vectors,1,1,1.0
symmetric,2,1,2.0
ture,1,1,1.0
mapped,1,1,1.0
necessarily,3,2,1.5
preimage,2,1,2.0
transformation,6,1,6.0
built,1,1,1.0
reasonable,1,1,1.0
ov,3,1,3.0
nat,1,1,1.0
statement,1,1,1.0
illustrate,6,2,3.0
toy,4,1,4.0
gaussian,19,1,19.0
retaining,1,1,1.0
donut,1,1,1.0
projection,2,1,2.0
synthethic,2,1,2.0
representing,2,1,2.0
reduced,11,1,11.0
decisive,1,1,1.0
subspace,3,2,1.5
smooth,2,1,2.0
matching,1,1,1.0
control,8,2,4.0
inclusion,1,1,1.0
slacks,1,1,1.0
preventing,1,1,1.0
alent,1,1,1.0
regularisation,1,1,1.0
denoising,1,1,1.0
unregularised,1,1,1.0
beneﬁcial,2,1,2.0
proven,2,1,2.0
misleading,1,1,1.0
probable,1,1,1.0
ﬁnd,9,2,4.5
λr,1,1,1.0
λiuiut,2,1,2.0
kq,1,1,1.0
frobenius,1,1,1.0
norm,3,1,3.0
columns,1,1,1.0
uj,5,1,5.0
onto,2,1,2.0
carries,1,1,1.0
projected,1,1,1.0
deﬁne,4,2,2.0
extend,2,2,1.0
predeﬁned,2,1,2.0
eigenvector,1,1,1.0
eq,7,1,7.0
singular,2,2,1.0
speciﬁcally,6,2,3.0
sj,5,1,5.0
picking,4,1,4.0
calculating,5,2,2.5
ˆ,8,1,8.0
δ,5,2,2.5
uniform,10,2,5.0
simplicity,2,1,2.0
norms,1,1,1.0
consequence,1,1,1.0
execution,2,1,2.0
possibilities,1,1,1.0
employ,2,2,1.0
kernelized,1,1,1.0
recompute,1,1,1.0
obtaining,1,1,1.0
rest,6,3,2.0
zt,4,2,2.0
st,4,2,2.0
maps,1,1,1.0
derived,1,1,1.0
tt,2,1,2.0
targets,4,2,2.0
ytr,1,1,1.0
esting,1,1,1.0
yts,2,1,2.0
ktr,2,1,2.0
plane,1,1,1.0
preimages,1,1,1.0
methodological,1,1,1.0
formulated,4,2,2.0
pac,1,1,1.0
asymptotically,1,1,1.0
sufﬁciently,1,1,1.0
speciﬁc,1,1,1.0
unfortunately,1,1,1.0
bounds,4,1,4.0
suiting,1,1,1.0
considerable,1,1,1.0
interest,2,2,1.0
devoted,1,1,1.0
ular,1,1,1.0
prominent,1,1,1.0
centred,8,1,8.0
kt,16,1,16.0
independent,1,1,1.0
fisher,2,1,2.0
property,2,1,2.0
closely,1,1,1.0
optimises,1,1,1.0
ki,9,1,9.0
submit,1,1,1.0
yj,1,1,1.0
otherwise,4,2,2.0
ﬁnding,2,1,2.0
changed,1,1,1.0
family,1,1,1.0
separate,1,1,1.0
tional,1,1,1.0
unaffected,1,1,1.0
kic,4,1,4.0
kc,2,1,2.0
maximised,1,1,1.0
reﬂect,2,2,1.0
criminant,1,1,1.0
depending,1,1,1.0
eters,1,1,1.0
α,34,2,17.0
differentiability,1,1,1.0
ascent,1,1,1.0
maximise,1,1,1.0
constructed,1,1,1.0
kα,7,1,7.0
arg,2,2,1.0
derivative,2,1,2.0
arbitrary,1,1,1.0
holds,1,1,1.0
simpliﬁes,2,2,1.0
generalised,7,1,7.0
exp,5,2,2.5
tq,1,1,1.0
parametrised,2,1,2.0
utu,1,1,1.0
equivalently,1,1,1.0
restate,1,1,1.0
tutu,1,1,1.0
optimise,7,1,7.0
plicative,1,1,1.0
discouraging,1,1,1.0
developments,1,1,1.0
additive,1,1,1.0
log,10,2,5.0
multiplicative,1,1,1.0
stronger,1,1,1.0
estimation,2,2,1.0
spherical,11,1,11.0
slowly,1,1,1.0
usefulness,1,1,1.0
ical,3,2,1.5
optimised,15,1,15.0
summarising,1,1,1.0
fi,2,2,1.0
