,gram_count,document_count,Average_freq
recent progress,1,1,1.0
the field,2,1,2.0
field of,2,1,2.0
which sofia,1,1,1.0
sofia visa,1,1,1.0
visa et,1,1,1.0
al argued,1,1,1.0
argued that,6,2,3.0
the poor,1,1,1.0
poor performance,1,1,1.0
classifiers produced,1,1,1.0
produced by,1,1,1.0
algorithms on,2,2,1.0
sets is,2,1,2.0
is mainly,1,1,1.0
mainly due,1,1,1.0
following three,1,1,1.0
three factors,1,1,1.0
factors accuracy,1,1,1.0
accuracy class,1,1,1.0
distribution and,5,2,2.5
and error,2,1,2.0
costs since,1,1,1.0
since they,4,3,1.3333333333333333
are rarely,1,1,1.0
rarely well,1,1,1.0
well satisfied,1,1,1.0
satisfied in,1,1,1.0
applications paper,1,1,1.0
paper discussed,1,1,1.0
discussed several,1,1,1.0
several issues,2,2,1.0
with skewed,3,1,3.0
skewed class,5,2,2.5
class distributions,28,2,14.0
distributions such,1,1,1.0
between learning,1,1,1.0
and class,5,2,2.5
distributions and,3,1,3.0
the limitations,1,1,1.0
limitations of,1,1,1.0
accuracy and,2,1,2.0
error rate,2,1,2.0
rate to,1,1,1.0
classifiers weiss,1,1,1.0
weiss presented,2,1,2.0
presented an,1,1,1.0
an overview,1,1,1.0
overview of,1,1,1.0
data he,1,1,1.0
he pays,1,1,1.0
pays particular,1,1,1.0
particular attention,1,1,1.0
to differences,2,1,2.0
differences and,1,1,1.0
and similarities,1,1,1.0
similarities between,1,1,1.0
the problems,3,1,3.0
problems of,3,1,3.0
of rare,1,1,1.0
rare classes,2,1,2.0
rare cases,2,1,2.0
cases he,1,1,1.0
he then,1,1,1.0
then discussed,1,1,1.0
discussed some,1,1,1.0
common issues,1,1,1.0
issues and,1,1,1.0
their range,1,1,1.0
in mining,2,1,2.0
the reminder,1,1,1.0
reminder of,1,1,1.0
the paper,6,2,3.0
paper is,3,2,1.5
is organized,2,2,1.0
organized as,2,2,1.0
follows section,2,2,1.0
section reviewed,1,1,1.0
activities including,1,1,1.0
including two,1,1,1.0
two fourth,1,1,1.0
on natural,3,1,3.0
natural computation,3,1,3.0
computation ieee,3,1,3.0
ieee doi,3,1,3.0
doi fourth,2,1,2.0
doi workshops,1,1,1.0
workshops and,1,1,1.0
and one,5,3,1.6666666666666667
one special,2,1,2.0
special issue,3,2,1.5
issue on,3,2,1.5
imbalance sections,1,1,1.0
sections surveyed,1,1,1.0
surveyed the,1,1,1.0
the remedies,2,1,2.0
remedies to,2,1,2.0
problem from,1,1,1.0
from four,1,1,1.0
levels popular,1,1,1.0
popular evaluation,2,1,2.0
sets were,1,1,1.0
were summarized,1,1,1.0
summarized in,1,1,1.0
in section,13,3,4.333333333333333
section section,1,1,1.0
section briefly,1,1,1.0
briefly analyzed,1,1,1.0
analyzed some,1,1,1.0
other factors,1,1,1.0
factors related,1,1,1.0
and section,1,1,1.0
section concluded,1,1,1.0
concluded the,1,1,1.0
paper and,4,3,1.3333333333333333
directions academic,1,1,1.0
academic activiti,1,1,1.0
activiti es,1,1,1.0
es on,1,1,1.0
as described,2,2,1.0
described above,1,1,1.0
above recognizing,1,1,1.0
recognizing class,1,1,1.0
problem exists,2,1,2.0
exists in,1,1,1.0
in extensive,1,1,1.0
extensive application,1,1,1.0
domains gave,1,1,1.0
gave rise,1,1,1.0
rise to,3,2,1.5
to two,3,3,1.0
two workshops,1,1,1.0
workshops held,1,1,1.0
held at,1,1,1.0
the top,1,1,1.0
top conferences,1,1,1.0
conferences in,1,1,1.0
ai and,1,1,1.0
on dealing,1,1,1.0
first workshop,2,1,2.0
workshop dedicated,1,1,1.0
dedicated to,1,1,1.0
problem was,3,1,3.0
was held,1,1,1.0
held in,1,1,1.0
in conjunction,1,1,1.0
conjunction with,1,1,1.0
the american,1,1,1.0
american association,1,1,1.0
association for,1,1,1.0
for artificial,1,1,1.0
intelligence conference,1,1,1.0
conference aaai,1,1,1.0
aaai its,1,1,1.0
its main,2,1,2.0
main contribution,1,1,1.0
contribution includes,1,1,1.0
includes observation,1,1,1.0
observation of,1,1,1.0
domains dealing,1,1,1.0
sets and,2,1,2.0
and several,1,1,1.0
important issues,1,1,1.0
issues such,1,1,1.0
as how,1,1,1.0
evaluate learning,1,1,1.0
algorithms what,1,1,1.0
what evaluation,1,1,1.0
evaluation measures,1,1,1.0
measures should,1,1,1.0
used one,1,1,1.0
class learning,2,1,2.0
learning versus,1,1,1.0
versus discriminating,1,1,1.0
discriminating methods,1,1,1.0
methods discussions,1,1,1.0
discussions over,1,1,1.0
over various,2,2,1.0
various methods,1,1,1.0
methods discussion,1,1,1.0
discussion of,2,2,1.0
the relation,3,2,1.5
between class,3,1,3.0
learning the,8,3,2.6666666666666665
the goal,3,2,1.5
goal of,1,1,1.0
of creating,1,1,1.0
creating classifiers,1,1,1.0
classifiers that,1,1,1.0
a range,1,1,1.0
of costs,1,1,1.0
and so,4,3,1.3333333333333333
so on,2,2,1.0
second workshop,1,1,1.0
workshop special,1,1,1.0
on machine,9,2,4.5
learning icml,1,1,1.0
icml in,1,1,1.0
most research,1,1,1.0
research on,2,1,2.0
was guided,1,1,1.0
guided by,1,1,1.0
workshop for,1,1,1.0
example roc,1,1,1.0
roc or,1,1,1.0
or cost,1,1,1.0
cost curves,1,1,1.0
curves were,1,1,1.0
as evaluation,1,1,1.0
metrics rather,1,1,1.0
than accuracy,1,1,1.0
accuracy the,1,1,1.0
the workshop,3,1,3.0
workshop was,1,1,1.0
was followed,1,1,1.0
followed by,1,1,1.0
by an,1,1,1.0
an interesting,2,1,2.0
interesting and,1,1,1.0
and vivid,1,1,1.0
vivid panel,1,1,1.0
panel discussion,1,1,1.0
discussion two,1,1,1.0
two major,1,1,1.0
major directions,1,1,1.0
directions presented,1,1,1.0
the research,2,2,1.0
research papers,1,1,1.0
papers of,1,1,1.0
workshop many,1,1,1.0
many papers,1,1,1.0
papers still,1,1,1.0
still reported,1,1,1.0
reported various,1,1,1.0
various tuning,1,1,1.0
tuning methods,1,1,1.0
methods applied,1,1,1.0
to decision,1,1,1.0
trees in,2,2,1.0
better on,1,1,1.0
sets even,1,1,1.0
even though,2,1,2.0
though presentations,1,1,1.0
presentations in,1,1,1.0
the previous,3,2,1.5
previous workshop,1,1,1.0
workshop showed,1,1,1.0
showed their,1,1,1.0
their shortcomings,1,1,1.0
shortcomings and,1,1,1.0
was commonly,1,1,1.0
commonly agreed,1,1,1.0
agreed that,1,1,1.0
that new,1,1,1.0
new classifiers,1,1,1.0
classifiers are,1,1,1.0
are needed,2,1,2.0
needed for,2,2,1.0
sets besides,1,1,1.0
besides under,1,1,1.0
under various,1,1,1.0
various aspects,1,1,1.0
aspects was,1,1,1.0
was present,1,1,1.0
present in,2,2,1.0
in half,1,1,1.0
half of,5,2,2.5
the papers,1,1,1.0
papers and,1,1,1.0
and was,2,2,1.0
was the,1,1,1.0
most debated,1,1,1.0
debated issue,1,1,1.0
issue even,1,1,1.0
though shows,1,1,1.0
that sampling,2,2,1.0
sampling has,1,1,1.0
same result,1,1,1.0
result as,1,1,1.0
as moving,1,1,1.0
moving the,1,1,1.0
decision threshold,2,2,1.0
threshold or,1,1,1.0
or adjusting,1,1,1.0
adjusting the,5,2,2.5
cost matrix,3,1,3.0
matrix a,1,1,1.0
result known,1,1,1.0
known since,1,1,1.0
since in,1,1,1.0
in addition,2,2,1.0
addition japkowicz,1,1,1.0
japkowicz questioned,1,1,1.0
questioned the,1,1,1.0
is responsible,1,1,1.0
responsible for,2,1,2.0
idea is,7,2,3.5
that within,1,1,1.0
imbalance leads,1,1,1.0
leads to,5,2,2.5
a severe,1,1,1.0
severe lack,1,1,1.0
lack of,2,2,1.0
of representation,1,1,1.0
representation of,8,3,2.6666666666666665
some important,1,1,1.0
important aspects,1,1,1.0
aspects of,1,1,1.0
sixth issue,1,1,1.0
of sigkdd,1,1,1.0
sigkdd exploration,1,1,1.0
exploration was,1,1,1.0
was dedicated,1,1,1.0
dedicated entirely,1,1,1.0
entirely to,1,1,1.0
which weiss,1,1,1.0
presented a,2,1,2.0
very good,3,2,1.5
good review,1,1,1.0
current research,4,2,2.0
on learning,8,3,2.6666666666666665
volume address,1,1,1.0
address mainly,1,1,1.0
mainly issues,1,1,1.0
sampling feature,1,1,1.0
selection and,1,1,1.0
example investigated,1,1,1.0
investigated a,1,1,1.0
a boosting,2,2,1.0
boosting method,1,1,1.0
method combined,1,1,1.0
combined with,2,2,1.0
with various,2,1,2.0
techniques of,1,1,1.0
the hard,2,1,2.0
hard to,1,1,1.0
classify examples,1,1,1.0
examples the,3,2,1.5
method improves,1,1,1.0
improves the,2,2,1.0
prediction accuracy,3,3,1.0
not sacrifice,1,1,1.0
sacrifice one,1,1,1.0
other with,1,1,1.0
with experiments,1,1,1.0
experiments on,2,2,1.0
sets remedies,1,1,1.0
remedies for,1,1,1.0
imbalance are,2,1,2.0
are of,6,2,3.0
levels according,1,1,1.0
the phases,1,1,1.0
phases in,1,1,1.0
in learning,6,2,3.0
learning changing,1,1,1.0
changing class,4,1,4.0
distributions mainly,1,1,1.0
mainly by,1,1,1.0
by techniques,1,1,1.0
techniques features,1,1,1.0
features selection,1,1,1.0
selection in,6,3,2.0
feature level,1,1,1.0
level classifiers,1,1,1.0
classifiers level,2,1,2.0
level by,1,1,1.0
by manipulating,3,2,1.5
manipulating classifiers,2,1,2.0
classifiers internally,2,1,2.0
internally and,1,1,1.0
for final,1,1,1.0
final classification,1,1,1.0
classification changing,1,1,1.0
distributions since,1,1,1.0
since examples,1,1,1.0
examples belong,1,1,1.0
fewer than,1,1,1.0
than those,3,1,3.0
those belong,1,1,1.0
situations of,2,1,2.0
problem one,1,1,1.0
one direct,1,1,1.0
direct way,1,1,1.0
to counter,1,1,1.0
counter the,1,1,1.0
change class,1,1,1.0
distributions balanced,1,1,1.0
balanced distributions,1,1,1.0
distributions can,1,1,1.0
be obtained,1,1,1.0
obtained by,3,2,1.5
class combining,1,1,1.0
the both,1,1,1.0
both and,4,2,2.0
other advanced,1,1,1.0
advanced sampling,6,2,3.0
sampling ways,1,1,1.0
ways there,1,1,1.0
are numerous,1,1,1.0
numerous researches,1,1,1.0
on changing,1,1,1.0
distributions weiss,1,1,1.0
weiss investigated,2,1,2.0
investigated the,3,2,1.5
the effect,8,3,2.6666666666666665
effect of,8,3,2.6666666666666665
distributions on,1,1,1.0
on decision,2,1,2.0
decision tree,3,2,1.5
tree by,1,1,1.0
by altering,1,1,1.0
altering class,1,1,1.0
distributions in,3,2,1.5
several ratios,1,1,1.0
ratios with,1,1,1.0
with accuracy,1,1,1.0
auc as,2,2,1.0
as metrics,1,1,1.0
in his,1,1,1.0
his doctoral,1,1,1.0
doctoral dissertation,1,1,1.0
dissertation all,1,1,1.0
the methods,10,2,5.0
methods falls,1,1,1.0
falls into,1,1,1.0
three basic,1,1,1.0
basic techniques,2,2,1.0
techniques heuristic,1,1,1.0
heuristic and,2,1,2.0
and heuristic,1,1,1.0
and sampling,3,2,1.5
and advanced,1,1,1.0
sampling compared,1,1,1.0
compared the,2,2,1.0
most naivest,1,1,1.0
naivest sampling,1,1,1.0
is random,1,1,1.0
random a,2,2,1.0
a method,3,2,1.5
method trying,1,1,1.0
balance class,2,1,2.0
distributions through,2,1,2.0
random elimination,1,1,1.0
elimination of,1,1,1.0
class examples,13,2,6.5
examples this,3,2,1.5
this leads,1,1,1.0
to discarding,1,1,1.0
discarding useful,1,1,1.0
useful data,1,1,1.0
for classifiers,2,1,2.0
classifiers there,1,1,1.0
been several,1,1,1.0
several heuristic,2,1,2.0
heuristic methods,2,1,2.0
methods proposed,1,1,1.0
proposed or,2,1,2.0
or introduced,2,1,2.0
introduced from,3,2,1.5
from data,1,1,1.0
data cleaning,1,1,1.0
cleaning in,1,1,1.0
years they,1,1,1.0
on either,1,1,1.0
either of,1,1,1.0
of two,4,2,2.0
different noise,1,1,1.0
noise model,1,1,1.0
model hypotheses,1,1,1.0
hypotheses one,1,1,1.0
one thinks,1,1,1.0
thinks examples,1,1,1.0
examples that,7,2,3.5
are near,1,1,1.0
classification boundary,1,1,1.0
two classes,4,3,1.3333333333333333
are noise,2,1,2.0
noise while,1,1,1.0
other considers,1,1,1.0
considers examples,1,1,1.0
examples with,6,2,3.0
more neighbors,1,1,1.0
different labels,1,1,1.0
labels are,1,1,1.0
noise condensed,1,1,1.0
condensed nearest,2,1,2.0
neighbor rule,3,1,3.0
rule cnn,1,1,1.0
cnn bases,1,1,1.0
bases on,1,1,1.0
a consistent,2,1,2.0
consistent subset,2,1,2.0
subset of,4,2,2.0
sample set,1,1,1.0
a subset,2,1,2.0
subset who,1,1,1.0
who can,1,1,1.0
can correctly,1,1,1.0
correctly classifies,1,1,1.0
classifies all,1,1,1.0
remaining examples,1,1,1.0
set when,1,1,1.0
when used,2,1,2.0
a stored,1,1,1.0
stored reference,1,1,1.0
reference set,1,1,1.0
set for,1,1,1.0
the nn,1,1,1.0
nn rule,1,1,1.0
rule if,1,1,1.0
the bayesian,2,1,2.0
bayesian risk,2,1,2.0
risk is,3,2,1.5
small if,1,1,1.0
underlying densities,1,1,1.0
densities of,1,1,1.0
the various,1,1,1.0
various classes,1,1,1.0
classes have,2,2,1.0
have small,1,1,1.0
small overlapping,2,1,2.0
overlapping then,1,1,1.0
algorithm will,1,1,1.0
to pick,1,1,1.0
pick out,1,1,1.0
out examples,1,1,1.0
examples near,2,1,2.0
near the,5,2,2.5
the perhaps,1,1,1.0
perhaps fuzzy,1,1,1.0
fuzzy boundary,1,1,1.0
classes typically,1,1,1.0
typically points,1,1,1.0
points deeply,1,1,1.0
deeply imbedded,1,1,1.0
imbedded within,1,1,1.0
class will,1,1,1.0
will not,2,2,1.0
be transferred,1,1,1.0
transferred to,1,1,1.0
to store,1,1,1.0
store since,1,1,1.0
they will,2,2,1.0
be correctly,1,1,1.0
correctly classified,4,1,4.0
classified if,1,1,1.0
is high,2,1,2.0
high then,1,1,1.0
then store,1,1,1.0
store will,1,1,1.0
will contain,1,1,1.0
contain essentially,1,1,1.0
essentially all,1,1,1.0
original training,2,2,1.0
set and,2,1,2.0
and no,1,1,1.0
no important,1,1,1.0
important reduction,1,1,1.0
reduction in,1,1,1.0
in training,1,1,1.0
training size,1,1,1.0
size will,1,1,1.0
will have,2,2,1.0
been achieved,1,1,1.0
achieved so,1,1,1.0
so cnn,1,1,1.0
cnn is,1,1,1.0
is effective,1,1,1.0
effective only,1,1,1.0
only binary,1,1,1.0
overlapping oss,1,1,1.0
oss randomly,1,1,1.0
randomly draws,1,1,1.0
draws one,1,1,1.0
one majority,2,2,1.0
class example,2,2,1.0
example and,7,2,3.5
all examples,2,1,2.0
then puts,1,1,1.0
puts these,1,1,1.0
these examples,3,1,3.0
in afterwards,1,1,1.0
afterwards use,1,1,1.0
use a,5,2,2.5
a over,1,1,1.0
in e,3,2,1.5
e to,1,1,1.0
classify the,1,1,1.0
in every,1,1,1.0
every misclassified,1,1,1.0
misclassified example,1,1,1.0
example from,2,2,1.0
from e,1,1,1.0
e is,5,2,2.5
is moved,1,1,1.0
moved to,1,1,1.0
to e,2,2,1.0
e the,1,1,1.0
idea behind,3,2,1.5
behind this,3,2,1.5
subset is,1,1,1.0
to eliminate,1,1,1.0
eliminate the,1,1,1.0
are distant,1,1,1.0
distant from,1,1,1.0
decision border,1,1,1.0
border since,1,1,1.0
since these,1,1,1.0
examples might,1,1,1.0
be considered,5,3,1.6666666666666667
considered less,1,1,1.0
less relevant,1,1,1.0
relevant for,1,1,1.0
learning wilson,1,1,1.0
wilson s,1,1,1.0
s edited,1,1,1.0
rule enn,1,1,1.0
enn removes,1,1,1.0
removes any,1,1,1.0
any example,2,1,2.0
example whose,1,1,1.0
whose class,1,1,1.0
label differs,1,1,1.0
differs from,1,1,1.0
of at,1,1,1.0
least two,1,1,1.0
its three,4,1,4.0
three nearest,4,1,4.0
neighbors different,1,1,1.0
from enn,1,1,1.0
enn neighborhood,1,1,1.0
neighborhood cleaning,1,1,1.0
cleaning rule,1,1,1.0
rule ncl,1,1,1.0
ncl deals,1,1,1.0
deals with,3,2,1.5
with majority,2,2,1.0
samples separately,1,1,1.0
separately when,1,1,1.0
when cleaning,1,1,1.0
cleaning the,1,1,1.0
sets ncl,1,1,1.0
ncl uses,1,1,1.0
uses enn,1,1,1.0
enn to,1,1,1.0
to remove,1,1,1.0
remove majority,1,1,1.0
majority examples,9,2,4.5
each example,7,2,3.5
example e,1,1,1.0
i in,3,2,1.5
set its,1,1,1.0
found if,1,1,1.0
if ei,1,1,1.0
ei belongs,1,1,1.0
classification given,1,1,1.0
by its,1,1,1.0
neighbors contradicts,1,1,1.0
contradicts the,1,1,1.0
original class,1,1,1.0
of e,3,3,1.0
i then,2,1,2.0
then ei,1,1,1.0
ei is,1,1,1.0
is removed,1,1,1.0
removed if,1,1,1.0
if e,1,1,1.0
i belongs,1,1,1.0
neighbors misclassify,1,1,1.0
misclassify e,1,1,1.0
are removed,2,1,2.0
removed compared,1,1,1.0
with above,1,1,1.0
above four,1,1,1.0
methods tomek,1,1,1.0
tomek links,3,2,1.5
links consider,1,1,1.0
consider samples,1,1,1.0
samples near,1,1,1.0
borderline should,1,1,1.0
be paid,1,1,1.0
paid more,1,1,1.0
attention given,1,1,1.0
given two,1,1,1.0
two examples,3,2,1.5
examples e,1,1,1.0
i and,1,1,1.0
and e,2,2,1.0
e j,2,1,2.0
j belonging,1,1,1.0
different classes,4,2,2.0
d e,2,2,1.0
i e,2,2,1.0
j is,1,1,1.0
between ei,1,1,1.0
ei and,1,1,1.0
and ej,1,1,1.0
ej a,1,1,1.0
a ei,1,1,1.0
ei ej,3,1,3.0
ej pair,1,1,1.0
pair is,1,1,1.0
called a,1,1,1.0
link if,1,1,1.0
if there,2,2,1.0
not an,1,1,1.0
example such,1,1,1.0
d ei,3,1,3.0
ei d,1,1,1.0
ej or,1,1,1.0
or d,1,1,1.0
d ej,1,1,1.0
ej d,1,1,1.0
ej if,1,1,1.0
if two,1,1,1.0
examples form,2,1,2.0
form a,3,2,1.5
link then,1,1,1.0
then either,1,1,1.0
either one,1,1,1.0
examples is,1,1,1.0
is noise,1,1,1.0
noise or,1,1,1.0
both examples,1,1,1.0
form borderline,1,1,1.0
borderline so,1,1,1.0
so tomek,1,1,1.0
link can,1,1,1.0
be viewed,2,1,2.0
viewed as,2,1,2.0
an method,3,2,1.5
when examples,1,1,1.0
removed it,1,1,1.0
that tomek,1,1,1.0
link enn,1,1,1.0
enn and,1,1,1.0
and ncl,1,1,1.0
ncl are,1,1,1.0
highly since,1,1,1.0
since for,1,1,1.0
for any,6,2,3.0
sets nearest,1,1,1.0
sample must,1,1,1.0
found so,1,1,1.0
is impossible,1,1,1.0
impossible for,1,1,1.0
datasets random,1,1,1.0
random is,1,1,1.0
that aims,1,1,1.0
aims to,2,2,1.0
random replication,2,2,1.0
replication of,2,2,1.0
examples random,1,1,1.0
random has,1,1,1.0
has two,1,1,1.0
two shortcomings,1,1,1.0
shortcomings first,1,1,1.0
will increase,3,2,1.5
the likelihood,1,1,1.0
likelihood of,1,1,1.0
of occurring,1,1,1.0
occurring since,1,1,1.0
since it,5,2,2.5
it makes,1,1,1.0
makes exact,1,1,1.0
exact copies,1,1,1.0
examples second,1,1,1.0
second sampling,1,1,1.0
sampling makes,1,1,1.0
makes learning,1,1,1.0
process more,1,1,1.0
more consuming,1,1,1.0
consuming if,1,1,1.0
is already,1,1,1.0
already fairly,1,1,1.0
fairly large,1,1,1.0
large but,1,1,1.0
but imbalanced,1,1,1.0
imbalanced there,1,1,1.0
methods mainly,1,1,1.0
mainly based,1,1,1.0
smote generates,2,2,1.0
main idea,2,2,1.0
to form,4,2,2.0
form new,1,1,1.0
interpolating between,1,1,1.0
that lie,1,1,1.0
lie together,1,1,1.0
together by,1,1,1.0
of replication,1,1,1.0
replication smote,1,1,1.0
and causes,1,1,1.0
causes the,1,1,1.0
to spread,1,1,1.0
spread further,1,1,1.0
further into,1,1,1.0
class space,1,1,1.0
space recognizing,1,1,1.0
recognizing examples,1,1,1.0
borderline of,1,1,1.0
more easily,2,2,1.0
easily misclassified,1,1,1.0
misclassified than,1,1,1.0
those far,1,1,1.0
far from,2,2,1.0
borderline was,1,1,1.0
proposed it,1,1,1.0
it only,1,1,1.0
only sample,1,1,1.0
sample the,3,2,1.5
borderline examples,1,1,1.0
while smote,2,2,1.0
random augment,1,1,1.0
augment the,1,1,1.0
class through,2,2,1.0
through all,1,1,1.0
or a,2,2,1.0
random subset,1,1,1.0
class experiments,1,1,1.0
experiments show,1,1,1.0
that their,2,1,2.0
their approaches,1,1,1.0
approaches achieve,1,1,1.0
achieve better,2,2,1.0
better tp,1,1,1.0
rate and,3,1,3.0
and than,1,1,1.0
than smote,1,1,1.0
random methods,1,1,1.0
methods advanced,1,1,1.0
sampling different,1,1,1.0
from various,1,1,1.0
various and,1,1,1.0
and methods,4,2,2.0
methods above,1,1,1.0
above the,1,1,1.0
following advanced,1,1,1.0
methods do,1,1,1.0
do based,1,1,1.0
results of,15,3,5.0
of preliminary,2,1,2.0
preliminary classifications,1,1,1.0
classifications boosting,1,1,1.0
boosting is,1,1,1.0
an iterative,2,2,1.0
iterative algorithm,1,1,1.0
that place,1,1,1.0
place different,1,1,1.0
different weights,1,1,1.0
weights on,1,1,1.0
training distributions,1,1,1.0
distributions each,2,1,2.0
each iteration,7,2,3.5
iteration after,1,1,1.0
after each,1,1,1.0
iteration boosting,1,1,1.0
boosting increases,1,1,1.0
the weights,4,1,4.0
weights associated,3,1,3.0
the incorrectly,2,1,2.0
incorrectly classified,3,1,3.0
classified examples,4,1,4.0
examples and,9,2,4.5
and decreases,1,1,1.0
decreases the,1,1,1.0
the correctly,2,1,2.0
examples separately,1,1,1.0
separately this,1,1,1.0
this forces,1,1,1.0
forces the,2,2,1.0
the learner,2,1,2.0
learner to,3,2,1.5
to focus,4,2,2.0
focus more,2,2,1.0
more on,2,2,1.0
next iteration,2,2,1.0
iteration note,1,1,1.0
that boosting,2,1,2.0
boosting effectively,1,1,1.0
effectively alters,1,1,1.0
alters the,2,1,2.0
the distributions,5,2,2.5
distributions of,2,1,2.0
considered to,4,3,1.3333333333333333
a type,1,1,1.0
of advanced,1,1,1.0
sampling technique,2,2,1.0
technique weiss,1,1,1.0
weiss proposed,1,1,1.0
proposed a,3,2,1.5
a heuristic,1,1,1.0
heuristic algorithm,1,1,1.0
for selecting,2,2,1.0
selecting training,1,1,1.0
that approximates,1,1,1.0
approximates optimum,1,1,1.0
optimum the,1,1,1.0
the sensitive,1,1,1.0
sensitive sampling,1,1,1.0
sampling strategy,1,1,1.0
strategy makes,1,1,1.0
makes two,1,1,1.0
additional assumptions,1,1,1.0
assumptions first,1,1,1.0
it assumes,3,2,1.5
assumes that,2,2,1.0
of potentially,2,2,1.0
potentially available,1,1,1.0
is sufficiently,1,1,1.0
sufficiently large,1,1,1.0
large so,1,1,1.0
a training,2,2,1.0
with n,1,1,1.0
n examples,1,1,1.0
examples can,1,1,1.0
be formed,1,1,1.0
formed with,1,1,1.0
with any,3,2,1.5
any desired,1,1,1.0
desired marginal,1,1,1.0
marginal class,2,1,2.0
distributions the,2,1,2.0
second assumption,1,1,1.0
of executing,1,1,1.0
executing the,1,1,1.0
is negligible,1,1,1.0
negligible compared,1,1,1.0
of procuring,1,1,1.0
procuring examples,1,1,1.0
assumption permits,1,1,1.0
permits the,1,1,1.0
be run,1,1,1.0
run multiple,1,1,1.0
multiple times,1,1,1.0
times in,1,1,1.0
provide guidance,1,1,1.0
guidance about,1,1,1.0
about which,2,2,1.0
which examples,1,1,1.0
to select,5,2,2.5
select he,1,1,1.0
he argued,1,1,1.0
that though,1,1,1.0
the heuristically,1,1,1.0
heuristically determined,1,1,1.0
determined class,1,1,1.0
distributions associated,1,1,1.0
the final,1,1,1.0
final training,1,1,1.0
not guaranteed,1,1,1.0
guaranteed to,2,1,2.0
classifier the,2,1,2.0
classifier induced,1,1,1.0
induced using,1,1,1.0
distributions performs,1,1,1.0
well in,1,1,1.0
in practice,2,2,1.0
practice han,1,1,1.0
proposed an,1,1,1.0
algorithm based,2,1,2.0
on preliminary,2,1,2.0
preliminary classification,3,1,3.0
classification ospc,1,1,1.0
ospc firstly,1,1,1.0
firstly preliminary,1,1,1.0
classification was,1,1,1.0
made on,1,1,1.0
to save,1,1,1.0
save the,1,1,1.0
the useful,2,2,1.0
useful information,1,1,1.0
information of,4,2,2.0
as much,2,1,2.0
much as,1,1,1.0
as possible,2,2,1.0
possible then,1,1,1.0
were predicted,1,1,1.0
predicted to,1,1,1.0
to belong,1,1,1.0
class were,1,1,1.0
were reclassified,1,1,1.0
reclassified to,1,1,1.0
class ospc,1,1,1.0
ospc was,1,1,1.0
was argued,3,1,3.0
argued to,1,1,1.0
in terms,8,3,2.6666666666666665
terms of,8,3,2.6666666666666665
of changing,2,1,2.0
distributions above,1,1,1.0
above are,1,1,1.0
are trying,2,2,1.0
of imbalance,1,1,1.0
imbalance a,1,1,1.0
a proposed,1,1,1.0
improve accuracy,1,1,1.0
by dealing,1,1,1.0
of between,1,1,1.0
and within,2,2,1.0
imbalance simultaneously,1,1,1.0
simultaneously when,1,1,1.0
are severely,1,1,1.0
severely skewed,1,1,1.0
skewed sampling,1,1,1.0
often combined,1,1,1.0
combined to,1,1,1.0
improve generalization,1,1,1.0
learner batista,1,1,1.0
batista et,1,1,1.0
al presented,2,1,2.0
comparison and,2,1,2.0
and combination,1,1,1.0
of various,3,2,1.5
various sampling,1,1,1.0
sampling strategies,1,1,1.0
strategies they,1,1,1.0
they noted,3,1,3.0
that combining,1,1,1.0
combining focused,1,1,1.0
focused and,1,1,1.0
and such,1,1,1.0
smote combining,2,1,2.0
combining with,2,1,2.0
with tomek,2,2,1.0
link or,1,1,1.0
or smote,1,1,1.0
with enn,1,1,1.0
enn is,1,1,1.0
is applicable,1,1,1.0
applicable when,1,1,1.0
imbalanced or,1,1,1.0
or there,1,1,1.0
very few,1,1,1.0
few examples,1,1,1.0
class feature,1,1,1.0
selection the,1,1,1.0
majority of,1,1,1.0
of work,1,1,1.0
in feature,1,1,1.0
sets has,1,1,1.0
has focused,1,1,1.0
focused on,7,3,2.3333333333333335
on text,2,1,2.0
classification or,2,1,2.0
or web,2,1,2.0
web categorization,2,1,2.0
categorization domain,1,1,1.0
domain a,1,1,1.0
a couple,1,1,1.0
couple of,1,1,1.0
this issue,6,3,2.0
issue look,1,1,1.0
look at,1,1,1.0
at feature,1,1,1.0
sets albeit,1,1,1.0
albeit in,1,1,1.0
in text,1,1,1.0
categorization zheng,1,1,1.0
zheng et,1,1,1.0
that existing,1,1,1.0
existing measures,2,1,2.0
measures used,1,1,1.0
selection are,1,1,1.0
not very,1,1,1.0
very appropriate,1,1,1.0
appropriate for,1,1,1.0
sets they,3,1,3.0
they proposed,1,1,1.0
a feature,1,1,1.0
selection framework,1,1,1.0
framework which,1,1,1.0
which selects,1,1,1.0
selects features,1,1,1.0
features for,3,2,1.5
for positive,1,1,1.0
and negative,6,2,3.0
negative classes,1,1,1.0
classes separately,1,1,1.0
separately and,1,1,1.0
then explicitly,1,1,1.0
explicitly combines,1,1,1.0
combines them,1,1,1.0
them the,1,1,1.0
authors showed,1,1,1.0
showed simple,1,1,1.0
simple ways,1,1,1.0
ways of,1,1,1.0
of converting,1,1,1.0
converting existing,1,1,1.0
measures so,1,1,1.0
they separately,1,1,1.0
separately consider,1,1,1.0
consider features,1,1,1.0
classes castillo,1,1,1.0
castillo and,3,1,3.0
and serrano,3,1,3.0
serrano did,1,1,1.0
not particularly,2,1,2.0
particularly focus,2,1,2.0
focus on,8,3,2.6666666666666665
on feature,2,1,2.0
selection but,2,1,2.0
but made,1,1,1.0
