,gram_count,document_count,Average_freq
explicitly combines them,1,1,1.0
combines them the,1,1,1.0
them the authors,1,1,1.0
the authors showed,1,1,1.0
authors showed simple,1,1,1.0
showed simple ways,1,1,1.0
simple ways of,1,1,1.0
ways of converting,1,1,1.0
of converting existing,1,1,1.0
converting existing measures,1,1,1.0
existing measures so,1,1,1.0
measures so that,1,1,1.0
that they separately,1,1,1.0
they separately consider,1,1,1.0
separately consider features,1,1,1.0
consider features for,1,1,1.0
features for negative,1,1,1.0
positive classes castillo,1,1,1.0
classes castillo and,1,1,1.0
castillo and serrano,3,1,3.0
and serrano did,1,1,1.0
serrano did not,1,1,1.0
did not particularly,1,1,1.0
not particularly focus,2,1,2.0
particularly focus on,2,1,2.0
focus on feature,2,1,2.0
on feature selection,2,1,2.0
feature selection but,2,1,2.0
selection but made,1,1,1.0
but made it,1,1,1.0
made it a,1,1,1.0
it a part,2,1,2.0
a part of,2,1,2.0
part of their,2,1,2.0
of their complete,2,1,2.0
their complete framework,2,1,2.0
complete framework putten,1,1,1.0
framework putten and,1,1,1.0
putten and someren,1,1,1.0
and someren analyzed,1,1,1.0
someren analyzed the,1,1,1.0
analyzed the coil,1,1,1.0
the coil data,1,1,1.0
coil data sets,1,1,1.0
data sets using,3,3,1.0
sets using the,1,1,1.0
using the decomposition,1,1,1.0
the decomposition and,1,1,1.0
decomposition and they,1,1,1.0
and they reported,1,1,1.0
they reported that,1,1,1.0
reported that the,1,1,1.0
that the key,1,1,1.0
the key issue,1,1,1.0
key issue for,1,1,1.0
issue for this,2,2,1.0
for this particular,1,1,1.0
this particular data,1,1,1.0
particular data set,1,1,1.0
data set was,1,1,1.0
set was avoiding,1,1,1.0
was avoiding they,1,1,1.0
avoiding they concluded,1,1,1.0
they concluded that,1,1,1.0
concluded that feature,1,1,1.0
that feature selection,1,1,1.0
selection in such,1,1,1.0
in such domains,1,1,1.0
such domains is,1,1,1.0
domains is even,1,1,1.0
is even more,1,1,1.0
even more important,1,1,1.0
more important than,2,2,1.0
important than the,2,2,1.0
than the choice,1,1,1.0
the choice of,1,1,1.0
choice of the,1,1,1.0
of the learning,5,3,1.6666666666666667
the learning method,1,1,1.0
learning method classifiers,1,1,1.0
method classifiers level,1,1,1.0
classifiers level manipulating,1,1,1.0
level manipulating classifiers,1,1,1.0
classifiers internally drummond,1,1,1.0
internally drummond and,1,1,1.0
drummond and holte,2,1,2.0
and holte reported,1,1,1.0
holte reported that,1,1,1.0
reported that when,1,1,1.0
that when using,2,2,1.0
when using s,1,1,1.0
using s default,1,1,1.0
s default settings,1,1,1.0
default settings is,1,1,1.0
settings is surprisingly,1,1,1.0
is surprisingly ineffective,1,1,1.0
surprisingly ineffective often,1,1,1.0
ineffective often producing,1,1,1.0
often producing little,1,1,1.0
producing little or,1,1,1.0
little or no,1,1,1.0
or no change,1,1,1.0
no change in,1,1,1.0
change in performance,1,1,1.0
in performance in,1,1,1.0
performance in response,1,1,1.0
in response to,1,1,1.0
response to modifications,1,1,1.0
to modifications of,1,1,1.0
modifications of misclassification,1,1,1.0
of misclassification costs,1,1,1.0
misclassification costs and,1,1,1.0
costs and class,1,1,1.0
class distributions moreover,1,1,1.0
distributions moreover they,1,1,1.0
moreover they noted,1,1,1.0
noted that prunes,1,1,1.0
that prunes less,1,1,1.0
prunes less and,1,1,1.0
less and therefore,1,1,1.0
and therefore generalizes,1,1,1.0
therefore generalizes less,1,1,1.0
generalizes less than,1,1,1.0
less than and,1,1,1.0
than and that,1,1,1.0
and that a,1,1,1.0
that a modification,1,1,1.0
a modification of,1,1,1.0
modification of the,1,1,1.0
of the s,1,1,1.0
the s parameter,1,1,1.0
s parameter settings,1,1,1.0
parameter settings to,1,1,1.0
settings to increase,1,1,1.0
to increase the,1,1,1.0
increase the influence,1,1,1.0
the influence of,1,1,1.0
influence of pruning,1,1,1.0
of pruning and,1,1,1.0
pruning and other,1,1,1.0
and other avoidance,1,1,1.0
other avoidance factors,1,1,1.0
avoidance factors can,1,1,1.0
factors can reestablish,1,1,1.0
can reestablish the,1,1,1.0
reestablish the performance,1,1,1.0
performance of some,1,1,1.0
of some classifiers,1,1,1.0
some classifiers such,1,1,1.0
classifiers such as,2,1,2.0
as the naive,1,1,1.0
the naive bayes,1,1,1.0
naive bayes classifier,1,1,1.0
bayes classifier or,1,1,1.0
classifier or some,1,1,1.0
or some neural,1,1,1.0
some neural networks,1,1,1.0
neural networks yield,1,1,1.0
networks yield a,1,1,1.0
yield a score,1,1,1.0
a score that,1,1,1.0
score that represents,1,1,1.0
that represents the,1,1,1.0
represents the degree,1,1,1.0
the degree to,1,1,1.0
degree to which,1,1,1.0
to which an,1,1,1.0
which an example,1,1,1.0
is a member,1,1,1.0
a member of,1,1,1.0
member of a,1,1,1.0
of a class,1,1,1.0
a class such,1,1,1.0
class such ranking,1,1,1.0
such ranking can,1,1,1.0
ranking can be,1,1,1.0
can be used,5,2,2.5
used to produce,1,1,1.0
to produce several,1,1,1.0
produce several classifiers,1,1,1.0
several classifiers by,1,1,1.0
classifiers by varying,1,1,1.0
by varying the,1,1,1.0
varying the threshold,1,1,1.0
the threshold of,1,1,1.0
threshold of an,1,1,1.0
of an example,2,2,1.0
an example pertaining,1,1,1.0
example pertaining to,1,1,1.0
pertaining to a,1,1,1.0
to a class,1,1,1.0
a class for,1,1,1.0
class for internally,1,1,1.0
for internally biasing,1,1,1.0
internally biasing the,1,1,1.0
biasing the discrimination,1,1,1.0
the discrimination procedure,1,1,1.0
discrimination procedure a,1,1,1.0
procedure a weighted,1,1,1.0
a weighted distance,1,1,1.0
weighted distance function,1,1,1.0
distance function was,1,1,1.0
function was proposed,1,1,1.0
was proposed in,3,2,1.5
proposed in to,1,1,1.0
in to be,1,1,1.0
be used in,3,2,1.5
in the classification,1,1,1.0
the classification phase,1,1,1.0
classification phase of,1,1,1.0
phase of knn,1,1,1.0
of knn the,1,1,1.0
knn the basic,1,1,1.0
the basic idea,2,2,1.0
basic idea behind,2,2,1.0
behind this weighted,1,1,1.0
this weighted distance,1,1,1.0
weighted distance is,1,1,1.0
distance is to,1,1,1.0
is to compensate,1,1,1.0
to compensate for,3,2,1.5
compensate for the,2,1,2.0
for the imbalance,1,1,1.0
the imbalance in,1,1,1.0
imbalance in the,1,1,1.0
the training sample,1,1,1.0
training sample without,1,1,1.0
sample without actually,1,1,1.0
without actually altering,1,1,1.0
actually altering the,1,1,1.0
altering the class,1,1,1.0
the class distributions,4,1,4.0
class distributions thus,1,1,1.0
distributions thus weights,1,1,1.0
thus weights are,1,1,1.0
weights are assigned,1,1,1.0
are assigned unlike,1,1,1.0
assigned unlike in,1,1,1.0
unlike in the,1,1,1.0
in the usual,1,1,1.0
the usual weighted,1,1,1.0
usual weighted rule,1,1,1.0
weighted rule to,1,1,1.0
rule to the,1,1,1.0
respective classes and,1,1,1.0
classes and not,1,1,1.0
and not to,1,1,1.0
not to the,1,1,1.0
to the individual,1,1,1.0
the individual prototypes,1,1,1.0
individual prototypes in,1,1,1.0
prototypes in this,1,1,1.0
this way since,1,1,1.0
way since the,1,1,1.0
since the weighting,1,1,1.0
the weighting factor,1,1,1.0
weighting factor is,1,1,1.0
factor is greater,1,1,1.0
is greater for,1,1,1.0
greater for the,1,1,1.0
for the majority,2,2,1.0
majority class than,2,1,2.0
class than for,1,1,1.0
the minority one,2,2,1.0
minority one the,1,1,1.0
one the distance,1,1,1.0
the distance to,2,1,2.0
distance to positive,1,1,1.0
to positive minority,1,1,1.0
minority class prototypes,1,1,1.0
class prototypes becomes,1,1,1.0
prototypes becomes much,1,1,1.0
becomes much lower,1,1,1.0
much lower than,1,1,1.0
lower than the,1,1,1.0
than the distance,1,1,1.0
distance to prototypes,1,1,1.0
to prototypes of,1,1,1.0
prototypes of the,2,1,2.0
majority class this,1,1,1.0
class this produces,1,1,1.0
this produces a,1,1,1.0
produces a tendency,1,1,1.0
a tendency for,1,1,1.0
tendency for the,1,1,1.0
for the new,1,1,1.0
the new patterns,1,1,1.0
new patterns to,1,1,1.0
patterns to find,1,1,1.0
to find their,1,1,1.0
find their nearest,1,1,1.0
their nearest neighbor,1,1,1.0
nearest neighbor among,1,1,1.0
neighbor among the,1,1,1.0
among the prototypes,1,1,1.0
the prototypes of,1,1,1.0
minority class approach,1,1,1.0
class approach to,1,1,1.0
approach to dealing,1,1,1.0
to dealing with,1,1,1.0
imbalanced datasets using,1,1,1.0
datasets using svm,1,1,1.0
using svm biases,1,1,1.0
svm biases the,1,1,1.0
biases the algorithm,1,1,1.0
the algorithm so,1,1,1.0
algorithm so that,1,1,1.0
that the academic,1,1,1.0
the academic is,1,1,1.0
academic is further,1,1,1.0
is further away,1,1,1.0
further away from,1,1,1.0
away from the,2,2,1.0
from the positive,2,2,1.0
positive class this,2,1,2.0
class this is,1,1,1.0
this is done,3,2,1.5
is done in,2,2,1.0
done in order,1,1,1.0
order to compensate,2,2,1.0
for the skew,1,1,1.0
the skew associated,1,1,1.0
skew associated with,1,1,1.0
associated with imbalanced,1,1,1.0
imbalanced datasets which,1,1,1.0
datasets which pushes,1,1,1.0
which pushes the,1,1,1.0
pushes the closer,1,1,1.0
the closer to,1,1,1.0
to the positive,1,1,1.0
class this biasing,1,1,1.0
this biasing can,1,1,1.0
biasing can be,1,1,1.0
can be accomplished,1,1,1.0
be accomplished in,1,1,1.0
accomplished in various,1,1,1.0
in various ways,1,1,1.0
various ways in,1,1,1.0
ways in an,1,1,1.0
an algorithm is,1,1,1.0
algorithm is proposed,1,1,1.0
is proposed by,1,1,1.0
proposed by changing,1,1,1.0
by changing the,1,1,1.0
changing the kernel,1,1,1.0
the kernel function,10,2,5.0
kernel function to,2,2,1.0
function to develop,1,1,1.0
to develop this,1,1,1.0
develop this bias,1,1,1.0
this bias veropoulos,1,1,1.0
bias veropoulos et,1,1,1.0
veropoulos et al,1,1,1.0
al s uggested,1,1,1.0
s uggested using,1,1,1.0
uggested using different,1,1,1.0
using different penalty,1,1,1.0
different penalty constants,1,1,1.0
penalty constants for,1,1,1.0
constants for different,1,1,1.0
for different classes,1,1,1.0
different classes of,1,1,1.0
classes of data,1,1,1.0
of data making,1,1,1.0
data making errors,1,1,1.0
making errors on,1,1,1.0
errors on positive,1,1,1.0
on positive examples,1,1,1.0
positive examples costlier,1,1,1.0
examples costlier than,1,1,1.0
costlier than errors,1,1,1.0
than errors on,1,1,1.0
errors on negative,1,1,1.0
on negative examples,1,1,1.0
negative examples kaizhu,1,1,1.0
examples kaizhu huang,1,1,1.0
kaizhu huang et,1,1,1.0
huang et al,1,1,1.0
al presented biased,1,1,1.0
presented biased minimax,1,1,1.0
biased minimax probability,2,1,2.0
minimax probability machine,2,1,2.0
probability machine bmpm,1,1,1.0
machine bmpm to,1,1,1.0
bmpm to resolve,1,1,1.0
to resolve the,1,1,1.0
resolve the imbalance,1,1,1.0
the imbalance problem,4,2,2.0
imbalance problem given,1,1,1.0
problem given the,1,1,1.0
given the reliable,1,1,1.0
the reliable mean,1,1,1.0
reliable mean and,1,1,1.0
mean and covariance,1,1,1.0
and covariance matrices,1,1,1.0
covariance matrices of,1,1,1.0
matrices of the,1,1,1.0
minority classes bmpm,1,1,1.0
classes bmpm can,1,1,1.0
bmpm can derive,1,1,1.0
can derive the,1,1,1.0
derive the decision,1,1,1.0
the decision by,1,1,1.0
decision by adjusting,1,1,1.0
by adjusting the,2,2,1.0
adjusting the lower,1,1,1.0
the lower bound,1,1,1.0
lower bound of,1,1,1.0
bound of the,1,1,1.0
of the real,1,1,1.0
the real accuracy,1,1,1.0
real accuracy of,1,1,1.0
of the testing,1,1,1.0
the testing set,1,1,1.0
testing set learning,1,1,1.0
set learning besides,1,1,1.0
learning besides changing,1,1,1.0
besides changing the,1,1,1.0
changing the class,1,1,1.0
class distributions incorporating,1,1,1.0
distributions incorporating costs,1,1,1.0
incorporating costs in,1,1,1.0
costs in making,1,1,1.0
in making is,1,1,1.0
making is another,1,1,1.0
is another way,1,1,1.0
another way to,1,1,1.0
way to improve,1,1,1.0
to improve classifier,1,1,1.0
improve classifier s,1,1,1.0
s performance when,1,1,1.0
performance when learning,1,1,1.0
when learning from,1,1,1.0
from imbalanced datasets,1,1,1.0
imbalanced datasets cost,1,1,1.0
datasets cost model,1,1,1.0
cost model takes,1,1,1.0
model takes the,1,1,1.0
takes the form,1,1,1.0
the form of,1,1,1.0
form of a,1,1,1.0
of a cost,1,1,1.0
a cost matrix,1,1,1.0
cost matrix as,1,1,1.0
matrix as shown,1,1,1.0
as shown in,6,2,3.0
shown in where,2,1,2.0
in where the,1,1,1.0
where the cost,1,1,1.0
cost of classifying,1,1,1.0
of classifying a,1,1,1.0
classifying a sample,1,1,1.0
a sample from,1,1,1.0
sample from a,1,1,1.0
from a true,1,1,1.0
a true class,1,1,1.0
true class j,1,1,1.0
class j to,1,1,1.0
j to class,1,1,1.0
to class i,1,1,1.0
class i corresponds,1,1,1.0
i corresponds to,1,1,1.0
corresponds to the,5,2,2.5
to the matrix,2,2,1.0
the matrix entry,1,1,1.0
matrix entry λij,1,1,1.0
entry λij this,1,1,1.0
λij this matrix,1,1,1.0
this matrix is,1,1,1.0
matrix is usually,1,1,1.0
is usually expressed,1,1,1.0
usually expressed in,1,1,1.0
expressed in terms,1,1,1.0
terms of average,1,1,1.0
of average misclassification,1,1,1.0
average misclassification costs,1,1,1.0
misclassification costs for,1,1,1.0
costs for the,1,1,1.0
problem the diagonal,1,1,1.0
the diagonal elements,1,1,1.0
diagonal elements are,1,1,1.0
elements are usually,1,1,1.0
are usually set,1,1,1.0
usually set to,1,1,1.0
set to zero,1,1,1.0
to zero meaning,1,1,1.0
zero meaning correct,1,1,1.0
meaning correct classification,1,1,1.0
correct classification has,1,1,1.0
classification has no,1,1,1.0
has no cost,1,1,1.0
no cost the,1,1,1.0
cost the goal,1,1,1.0
the goal in,2,2,1.0
goal in sensitive,1,1,1.0
in sensitive classification,1,1,1.0
sensitive classification is,1,1,1.0
classification is to,1,1,1.0
is to minimize,1,1,1.0
to minimize the,1,1,1.0
minimize the cost,1,1,1.0
cost of misclassification,1,1,1.0
of misclassification which,1,1,1.0
misclassification which can,1,1,1.0
which can be,5,2,2.5
can be realized,1,1,1.0
be realized by,1,1,1.0
realized by choosing,1,1,1.0
by choosing the,1,1,1.0
choosing the class,1,1,1.0
the class with,1,1,1.0
class with the,1,1,1.0
with the minimum,1,1,1.0
the minimum conditional,1,1,1.0
minimum conditional risk,1,1,1.0
conditional risk prediction,1,1,1.0
risk prediction class,1,1,1.0
prediction class i,1,1,1.0
class i class,1,1,1.0
i class j,1,1,1.0
class j true,1,1,1.0
j true class,1,1,1.0
true class i,1,1,1.0
class i ijλ,1,1,1.0
i ijλ class,1,1,1.0
ijλ class j,1,1,1.0
class j jiλ,1,1,1.0
j jiλ fig,1,1,1.0
jiλ fig cost,1,1,1.0
fig cost matrix,1,1,1.0
cost matrix metacost,1,1,1.0
matrix metacost is,1,1,1.0
metacost is another,2,1,2.0
another method to,1,1,1.0
method to make,1,1,1.0
to make a,1,1,1.0
make a classifier,1,1,1.0
a classifier the,1,1,1.0
classifier the procedure,1,1,1.0
the procedure begins,1,1,1.0
procedure begins to,1,1,1.0
begins to learn,2,1,2.0
to learn an,2,1,2.0
learn an internal,2,1,2.0
an internal model,2,1,2.0
internal model by,1,1,1.0
model by applying,1,1,1.0
by applying a,1,1,1.0
applying a sensitive,1,1,1.0
a sensitive procedure,1,1,1.0
sensitive procedure which,1,1,1.0
procedure which employs,1,1,1.0
which employs a,1,1,1.0
employs a base,1,1,1.0
a base learning,1,1,1.0
base learning algorithm,1,1,1.0
learning algorithm then,1,1,1.0
algorithm then metacost,1,1,1.0
then metacost procedure,1,1,1.0
metacost procedure estimates,1,1,1.0
procedure estimates class,1,1,1.0
estimates class probabilities,2,1,2.0
class probabilities using,2,1,2.0
probabilities using bagging,2,1,2.0
using bagging and,2,1,2.0
bagging and then,2,1,2.0
and then the,2,2,1.0
then the training,1,1,1.0
the training examples,2,1,2.0
training examples with,2,1,2.0
examples with their,2,1,2.0
with their minimum,2,1,2.0
their minimum expected,2,1,2.0
minimum expected cost,2,1,2.0
expected cost classes,2,1,2.0
cost classes and,2,1,2.0
classes and finally,2,1,2.0
and finally relearns,2,1,2.0
finally relearns a,2,1,2.0
relearns a model,2,1,2.0
a model using,2,1,2.0
model using the,2,1,2.0
using the modified,2,1,2.0
the modified training,2,1,2.0
modified training set,2,1,2.0
training set adaboost,1,1,1.0
set adaboost s,1,1,1.0
adaboost s rule,2,1,2.0
s rule has,1,1,1.0
rule has been,1,1,1.0
has been made,1,1,1.0
been made sensitive,1,1,1.0
made sensitive so,1,1,1.0
sensitive so that,1,1,1.0
so that examples,1,1,1.0
that examples belonging,1,1,1.0
examples belonging to,2,1,2.0
belonging to rare,1,1,1.0
to rare class,1,1,1.0
rare class that,1,1,1.0
that are misclassified,1,1,1.0
are misclassified are,1,1,1.0
misclassified are assigned,1,1,1.0
are assigned higher,1,1,1.0
assigned higher weights,1,1,1.0
higher weights than,1,1,1.0
weights than those,1,1,1.0
than those belonging,1,1,1.0
those belonging to,1,1,1.0
belonging to common,1,1,1.0
to common class,1,1,1.0
common class the,1,1,1.0
class the resulting,1,1,1.0
the resulting system,2,1,2.0
resulting system adacost,2,1,2.0
system adacost has,2,1,2.0
adacost has been,2,1,2.0
has been empirically,3,1,3.0
been empirically shown,2,1,2.0
empirically shown to,2,1,2.0
shown to produce,2,1,2.0
to produce lower,2,1,2.0
produce lower cumulative,2,1,2.0
lower cumulative misclassification,2,1,2.0
cumulative misclassification costs,2,1,2.0
misclassification costs than,2,1,2.0
costs than adaboost,2,1,2.0
than adaboost learning,1,1,1.0
adaboost learning learning,1,1,1.0
learning learning is,1,1,1.0
learning is a,1,1,1.0
is a approach,1,1,1.0
a approach which,1,1,1.0
approach which provides,1,1,1.0
which provides an,1,1,1.0
provides an alternative,1,1,1.0
an alternative to,1,1,1.0
alternative to discrimination,1,1,1.0
to discrimination where,1,1,1.0
discrimination where the,1,1,1.0
where the model,1,1,1.0
the model can,1,1,1.0
model can be,1,1,1.0
can be created,1,1,1.0
be created based,1,1,1.0
created based on,1,1,1.0
on the examples,1,1,1.0
the examples of,2,2,1.0
of the target,2,2,1.0
the target class,2,1,2.0
target class alone,1,1,1.0
class alone here,1,1,1.0
alone here classification,1,1,1.0
here classification is,1,1,1.0
classification is accomplished,1,1,1.0
is accomplished by,3,2,1.5
accomplished by imposing,1,1,1.0
by imposing a,1,1,1.0
imposing a threshold,1,1,1.0
a threshold on,1,1,1.0
threshold on the,1,1,1.0
on the similarity,1,1,1.0
the similarity value,1,1,1.0
similarity value between,1,1,1.0
value between a,1,1,1.0
between a query,1,1,1.0
a query object,1,1,1.0
query object and,1,1,1.0
object and the,1,1,1.0
target class mainly,1,1,1.0
class mainly two,1,1,1.0
mainly two classes,1,1,1.0
two classes of,1,1,1.0
classes of learners,1,1,1.0
of learners were,1,1,1.0
learners were previously,1,1,1.0
were previously studied,1,1,1.0
previously studied in,1,1,1.0
studied in the,1,1,1.0
context of the,1,1,1.0
of the approach,1,1,1.0
the approach svms,1,1,1.0
approach svms and,1,1,1.0
svms and and,1,1,1.0
and and they,1,1,1.0
and they were,1,1,1.0
they were found,1,1,1.0
to be competitive,1,1,1.0
be competitive besides,1,1,1.0
competitive besides systems,1,1,1.0
besides systems that,1,1,1.0
systems that learn,1,1,1.0
that learn only,1,1,1.0
learn only the,1,1,1.0
only the minority,1,1,1.0
minority class may,2,2,1.0
class may still,1,1,1.0
may still train,1,1,1.0
still train using,1,1,1.0
train using examples,1,1,1.0
using examples belonging,1,1,1.0
belonging to all,1,1,1.0
to all classes,1,1,1.0
all classes brute,1,1,1.0
classes brute shrink,1,1,1.0
brute shrink and,1,1,1.0
shrink and ripper,1,1,1.0
and ripper are,1,1,1.0
ripper are three,1,1,1.0
are three such,1,1,1.0
three such data,1,1,1.0
such data mining,1,1,1.0
data mining systems,1,1,1.0
mining systems brute,1,1,1.0
systems brute has,1,1,1.0
brute has been,1,1,1.0
has been used,2,1,2.0
been used to,2,2,1.0
used to look,1,1,1.0
to look for,1,1,1.0
look for flaws,1,1,1.0
for flaws in,1,1,1.0
flaws in the,1,1,1.0
in the boeing,1,1,1.0
the boeing manufacturing,1,1,1.0
boeing manufacturing process,1,1,1.0
manufacturing process shrink,1,1,1.0
process shrink uses,1,1,1.0
shrink uses a,1,1,1.0
uses a similar,1,1,1.0
a similar approach,1,1,1.0
similar approach to,1,1,1.0
approach to detect,1,1,1.0
to detect rare,1,1,1.0
detect rare oil,1,1,1.0
rare oil spills,1,1,1.0
oil spills from,1,1,1.0
spills from satellite,1,1,1.0
from satellite radar,1,1,1.0
radar images based,1,1,1.0
images based on,1,1,1.0
on the assumption,1,1,1.0
the assumption that,1,1,1.0
assumption that there,1,1,1.0
that there will,1,1,1.0
there will be,1,1,1.0
will be many,1,1,1.0
be many more,1,1,1.0
many more negative,1,1,1.0
more negative examples,1,1,1.0
negative examples than,1,1,1.0
examples than positive,1,1,1.0
than positive examples,1,1,1.0
positive examples shrink,1,1,1.0
examples shrink labels,1,1,1.0
shrink labels mixed,1,1,1.0
labels mixed regions,1,1,1.0
mixed regions regions,1,1,1.0
regions regions with,1,1,1.0
regions with positive,1,1,1.0
with positive and,1,1,1.0
and negative examples,3,1,3.0
negative examples with,1,1,1.0
examples with the,2,2,1.0
with the positive,1,1,1.0
positive class ripper,1,1,1.0
class ripper is,1,1,1.0
ripper is a,1,1,1.0
is a rule,1,1,1.0
a rule induction,1,1,1.0
rule induction system,1,1,1.0
induction system that,1,1,1.0
system that utilizes,1,1,1.0
that utilizes a,1,1,1.0
utilizes a approach,1,1,1.0
approach to iteratively,1,1,1.0
to iteratively build,1,1,1.0
iteratively build rules,1,1,1.0
build rules to,1,1,1.0
rules to cover,1,1,1.0
to cover previously,1,1,1.0
cover previously uncovered,1,1,1.0
previously uncovered training,1,1,1.0
uncovered training examples,1,1,1.0
training examples each,1,1,1.0
examples each rule,1,1,1.0
each rule is,1,1,1.0
rule is grown,1,1,1.0
is grown by,1,1,1.0
grown by adding,1,1,1.0
by adding conditions,1,1,1.0
adding conditions until,1,1,1.0
conditions until no,1,1,1.0
until no negative,1,1,1.0
no negative examples,1,1,1.0
negative examples are,1,1,1.0
examples are covered,1,1,1.0
are covered it,1,1,1.0
covered it normally,1,1,1.0
it normally generates,1,1,1.0
normally generates rules,1,1,1.0
generates rules for,1,1,1.0
rules for each,1,1,1.0
for each class,2,2,1.0
each class from,1,1,1.0
class from the,2,2,1.0
from the most,2,2,1.0
the most rare,1,1,1.0
most rare class,1,1,1.0
rare class to,1,1,1.0
class to the,1,1,1.0
to the most,1,1,1.0
the most common,4,2,2.0
most common class,1,1,1.0
common class so,1,1,1.0
class so in,1,1,1.0
so in this,1,1,1.0
in this view,1,1,1.0
this view ripper,1,1,1.0
view ripper can,1,1,1.0
ripper can be,1,1,1.0
can be view,1,1,1.0
be view as,1,1,1.0
view as a,1,1,1.0
as a learner,1,1,1.0
a learner an,1,1,1.0
learner an interesting,1,1,1.0
an interesting aspect,1,1,1.0
interesting aspect of,1,1,1.0
aspect of based,1,1,1.0
of based learning,1,1,1.0
based learning is,1,1,1.0
learning is that,1,1,1.0
is that under,1,1,1.0
that under certain,1,1,1.0
under certain conditions,1,1,1.0
certain conditions such,1,1,1.0
conditions such as,1,1,1.0
such as of,1,1,1.0
as of the,1,1,1.0
of the domain,1,1,1.0
the domain space,1,1,1.0
domain space one,1,1,1.0
space one class,1,1,1.0
one class approaches,1,1,1.0
class approaches to,1,1,1.0
approaches to solving,1,1,1.0
to solving the,1,1,1.0
solving the classification,1,1,1.0
the classification problem,1,1,1.0
classification problem may,1,1,1.0
problem may in,1,1,1.0
may in fact,1,1,1.0
in fact be,1,1,1.0
fact be superior,1,1,1.0
be superior to,1,1,1.0
superior to discriminative,1,1,1.0
to discriminative approaches,1,1,1.0
discriminative approaches such,1,1,1.0
such as decision,1,1,1.0
as decision trees,1,1,1.0
decision trees or,1,1,1.0
trees or neural,1,1,1.0
or neural networks,1,1,1.0
neural networks raskutti,1,1,1.0
networks raskutti and,1,1,1.0
raskutti and kowalczyk,2,1,2.0
and kowalczyk demonstrated,1,1,1.0
kowalczyk demonstrated the,1,1,1.0
demonstrated the optimality,1,1,1.0
the optimality of,1,1,1.0
optimality of svms,1,1,1.0
of svms over,1,1,1.0
svms over ones,1,1,1.0
over ones in,1,1,1.0
ones in certain,1,1,1.0
in certain important,1,1,1.0
certain important domains,1,1,1.0
important domains including,1,1,1.0
domains including genomic,1,1,1.0
including genomic data,1,1,1.0
genomic data in,1,1,1.0
data in particular,1,1,1.0
in particular they,1,1,1.0
particular they showed,1,1,1.0
they showed that,1,1,1.0
showed that class,1,1,1.0
that class learning,1,1,1.0
class learning is,1,1,1.0
learning is particularly,1,1,1.0
is particularly useful,1,1,1.0
particularly useful when,1,1,1.0
useful when used,1,1,1.0
when used on,1,1,1.0
used on extremely,1,1,1.0
on extremely unbalanced,1,1,1.0
extremely unbalanced data,1,1,1.0
unbalanced data sets,2,1,2.0
data sets composed,1,1,1.0
sets composed of,1,1,1.0
composed of a,1,1,1.0
of a high,1,1,1.0
a high dimensional,1,1,1.0
high dimensional noisy,1,1,1.0
dimensional noisy feature,1,1,1.0
noisy feature space,1,1,1.0
feature space they,1,1,1.0
space they argued,1,1,1.0
they argued that,1,1,1.0
that the approach,2,2,1.0
the approach is,1,1,1.0
approach is related,1,1,1.0
related to aggressive,1,1,1.0
to aggressive feature,1,1,1.0
aggressive feature selection,1,1,1.0
feature selection methods,1,1,1.0
selection methods but,1,1,1.0
methods but is,1,1,1.0
but is more,1,1,1.0
is more practical,1,1,1.0
more practical since,1,1,1.0
practical since feature,1,1,1.0
since feature selection,1,1,1.0
feature selection can,1,1,1.0
selection can often,1,1,1.0
can often be,1,1,1.0
often be too,1,1,1.0
be too expensive,1,1,1.0
expensive to apply,1,1,1.0
to apply ensemble,1,1,1.0
apply ensemble learning,1,1,1.0
ensemble learning methods,2,1,2.0
learning methods ensemble,1,1,1.0
methods ensemble learning,1,1,1.0
ensemble learning has,1,1,1.0
learning has established,1,1,1.0
has established its,1,1,1.0
established its superiority,1,1,1.0
its superiority in,1,1,1.0
superiority in machine,1,1,1.0
recent years of,1,1,1.0
years of which,1,1,1.0
of which boosting,1,1,1.0
which boosting bagging,1,1,1.0
boosting bagging are,1,1,1.0
bagging are the,1,1,1.0
are the most,1,1,1.0
the most successful,1,1,1.0
most successful approaches,1,1,1.0
successful approaches ensemble,1,1,1.0
approaches ensemble learning,1,1,1.0
learning methods have,2,2,1.0
have been extensively,1,1,1.0
been extensively used,1,1,1.0
extensively used to,1,1,1.0
used to handle,1,1,1.0
to handle class,1,1,1.0
handle class imbalance,1,1,1.0
class imbalance problems,3,2,1.5
imbalance problems these,1,1,1.0
problems these methods,1,1,1.0
these methods combine,1,1,1.0
methods combine the,1,1,1.0
combine the results,1,1,1.0
results of many,1,1,1.0
of many classifiers,1,1,1.0
many classifiers their,1,1,1.0
classifiers their successes,1,1,1.0
their successes attribute,1,1,1.0
successes attribute to,1,1,1.0
attribute to the,1,1,1.0
to the fact,1,1,1.0
fact that their,1,1,1.0
that their base,1,1,1.0
their base learners,1,1,1.0
base learners usually,1,1,1.0
learners usually are,1,1,1.0
usually are of,1,1,1.0
are of diversity,1,1,1.0
of diversity in,1,1,1.0
diversity in principle,1,1,1.0
in principle or,1,1,1.0
principle or induced,1,1,1.0
or induced with,1,1,1.0
induced with various,1,1,1.0
with various class,1,1,1.0
various class distributions,1,1,1.0
class distributions adaboost,1,1,1.0
distributions adaboost introduced,1,1,1.0
