,gram_count,document_count,Average_freq
when applying linear classiﬁers,1,1,1.0
applying linear classiﬁers however,1,1,1.0
linear classiﬁers however linearly,1,1,1.0
classiﬁers however linearly separable,1,1,1.0
however linearly separable datasets,1,1,1.0
linearly separable datasets are,1,1,1.0
separable datasets are not,1,1,1.0
datasets are not common,1,1,1.0
are not common in,1,1,1.0
not common in applications,1,1,1.0
common in applications thus,1,1,1.0
in applications thus making,1,1,1.0
applications thus making advisable,1,1,1.0
thus making advisable the,1,1,1.0
making advisable the application,1,1,1.0
advisable the application of,1,1,1.0
the application of classiﬁers,1,1,1.0
application of classiﬁers able,1,1,1.0
of classiﬁers able to,1,1,1.0
classiﬁers able to capture,1,1,1.0
able to capture this,1,1,1.0
to capture this nonlinearity,1,1,1.0
capture this nonlinearity besides,1,1,1.0
this nonlinearity besides the,1,1,1.0
nonlinearity besides the development,1,1,1.0
besides the development of,1,1,1.0
the development of a,1,1,1.0
development of a able,1,1,1.0
of a able nonlinear,1,1,1.0
a able nonlinear strategy,1,1,1.0
able nonlinear strategy could,1,1,1.0
nonlinear strategy could be,1,1,1.0
strategy could be tricky,1,1,1.0
could be tricky thus,1,1,1.0
be tricky thus in,1,1,1.0
tricky thus in contrast,1,1,1.0
thus in contrast to,1,1,1.0
in contrast to previous,1,1,1.0
contrast to previous approaches,1,1,1.0
to previous approaches we,1,1,1.0
previous approaches we propose,1,1,1.0
approaches we propose to,1,1,1.0
we propose to generate,1,1,1.0
propose to generate new,1,1,1.0
generate new synthetic data,1,1,1.0
new synthetic data by,1,1,1.0
synthetic data by convex,1,1,1.0
data by convex combination,1,1,1.0
convex combination of points,1,1,1.0
combination of points in,1,1,1.0
of points in a,1,1,1.0
points in a space,1,1,1.0
in a space where,1,1,1.0
a space where the,1,1,1.0
space where the classes,1,1,1.0
where the classes are,1,1,1.0
the classes are ideally,1,1,1.0
classes are ideally linearly,1,1,1.0
are ideally linearly separated,1,1,1.0
ideally linearly separated making,1,1,1.0
linearly separated making generation,1,1,1.0
separated making generation of,1,1,1.0
making generation of new,1,1,1.0
generation of new synthetic,1,1,1.0
of new synthetic points,1,1,1.0
new synthetic points by,1,1,1.0
synthetic points by convex,1,1,1.0
points by convex combination,1,1,1.0
convex combination of the,1,1,1.0
combination of the original,2,2,1.0
of the original points,1,1,1.0
the original points belonging,1,1,1.0
original points belonging to,1,1,1.0
points belonging to the,1,1,1.0
belonging to the same,1,1,1.0
to the same class,1,1,1.0
the same class safe,1,1,1.0
same class safe this,1,1,1.0
class safe this is,1,1,1.0
safe this is done,1,1,1.0
this is done using,1,1,1.0
is done using the,1,1,1.0
done using the feature,1,1,1.0
using the feature space,1,1,1.0
a kernel function for,1,1,1.0
kernel function for the,1,1,1.0
function for the patterns,1,1,1.0
for the patterns rather,1,1,1.0
the patterns rather than,1,1,1.0
patterns rather than using,1,1,1.0
rather than using the,1,1,1.0
than using the input,1,1,1.0
using the input space,1,1,1.0
the input space however,2,1,2.0
input space however this,2,1,2.0
space however this is,1,1,1.0
this is not so,1,1,1.0
is not so straightforward,1,1,1.0
not so straightforward because,1,1,1.0
so straightforward because when,1,1,1.0
straightforward because when dealing,1,1,1.0
because when dealing with,1,1,1.0
when dealing with kernel,2,1,2.0
dealing with kernel methods,2,1,2.0
with kernel methods the,1,1,1.0
kernel methods the only,1,1,1.0
methods the only information,1,1,1.0
the only information available,1,1,1.0
only information available is,1,1,1.0
information available is the,1,1,1.0
available is the dot,1,1,1.0
is the dot products,1,1,1.0
the dot products of,2,1,2.0
dot products of the,2,1,2.0
products of the images,1,1,1.0
of the images of,1,1,1.0
the images of the,2,1,2.0
images of the patterns,1,1,1.0
of the patterns t,1,1,1.0
the patterns t o,1,1,1.0
patterns t o cope,1,1,1.0
t o cope with,2,1,2.0
o cope with this,2,1,2.0
cope with this issue,2,1,2.0
with this issue this,1,1,1.0
this issue this paper,1,1,1.0
issue this paper makes,1,1,1.0
this paper makes use,1,1,1.0
paper makes use of,1,1,1.0
makes use of the,1,1,1.0
use of the notion,1,1,1.0
of the notion of,1,1,1.0
the notion of the,1,1,1.0
notion of the empirical,1,1,1.0
of the empirical feature,3,1,3.0
empirical feature space efs,3,1,3.0
feature space efs which,1,1,1.0
space efs which is,1,1,1.0
efs which is euclidean,1,1,1.0
which is euclidean and,1,1,1.0
is euclidean and preserves,1,1,1.0
euclidean and preserves the,1,1,1.0
and preserves the geometrical,1,1,1.0
preserves the geometrical structure,1,1,1.0
the geometrical structure of,1,1,1.0
geometrical structure of the,1,1,1.0
structure of the original,2,1,2.0
of the original feature,2,1,2.0
the original feature space,2,1,2.0
original feature space given,1,1,1.0
feature space given that,1,1,1.0
space given that distances,1,1,1.0
given that distances and,1,1,1.0
that distances and angles,1,1,1.0
distances and angles in,1,1,1.0
and angles in the,1,1,1.0
angles in the feature,1,1,1.0
the feature space are,4,1,4.0
feature space are uniquely,2,1,2.0
space are uniquely determined,2,1,2.0
are uniquely determined by,2,1,2.0
uniquely determined by dot,1,1,1.0
determined by dot products,1,1,1.0
by dot products and,1,1,1.0
dot products and that,1,1,1.0
products and that the,1,1,1.0
and that the dot,1,1,1.0
that the dot products,2,1,2.0
products of the corresponding,1,1,1.0
of the corresponding images,1,1,1.0
the corresponding images are,1,1,1.0
corresponding images are the,1,1,1.0
images are the original,1,1,1.0
are the original kernel,1,1,1.0
the original kernel values,1,1,1.0
original kernel values the,1,1,1.0
kernel values the main,1,1,1.0
values the main motivation,1,1,1.0
the main motivation for,1,1,1.0
main motivation for performing,1,1,1.0
motivation for performing in,1,1,1.0
for performing in the,1,1,1.0
performing in the efs,1,1,1.0
in the efs instead,1,1,1.0
the efs instead of,1,1,1.0
efs instead of in,1,1,1.0
instead of in the,1,1,1.0
of in the input,1,1,1.0
in the input space,9,1,9.0
the input space is,2,1,2.0
input space is the,1,1,1.0
space is the hypothesis,1,1,1.0
is the hypothesis that,1,1,1.0
the hypothesis that the,2,1,2.0
hypothesis that the feature,1,1,1.0
that the feature space,1,1,1.0
the feature space provide,1,1,1.0
feature space provide a,1,1,1.0
space provide a more,1,1,1.0
provide a more suitable,1,1,1.0
a more suitable space,4,1,4.0
more suitable space for,4,1,4.0
suitable space for via,1,1,1.0
space for via convex,1,1,1.0
for via convex combination,1,1,1.0
via convex combination because,1,1,1.0
convex combination because the,1,1,1.0
combination because the class,1,1,1.0
because the class separation,1,1,1.0
the class separation will,1,1,1.0
class separation will be,1,1,1.0
separation will be simpler,1,1,1.0
will be simpler and,1,1,1.0
be simpler and larger,1,1,1.0
simpler and larger ideally,1,1,1.0
and larger ideally due,1,1,1.0
larger ideally due to,1,1,1.0
ideally due to the,1,1,1.0
due to the kernel,1,1,1.0
to the kernel trick,2,1,2.0
the kernel trick linearly,1,1,1.0
kernel trick linearly separable,1,1,1.0
trick linearly separable at,1,1,1.0
linearly separable at the,1,1,1.0
separable at the same,1,1,1.0
the same time this,1,1,1.0
same time this technique,1,1,1.0
time this technique can,1,1,1.0
this technique can be,1,1,1.0
technique can be seen,1,1,1.0
be seen as a,1,1,1.0
seen as a general,1,1,1.0
as a general nonlinear,1,1,1.0
a general nonlinear in,1,1,1.0
general nonlinear in the,1,1,1.0
nonlinear in the input,1,1,1.0
the input space due,1,1,1.0
input space due to,1,1,1.0
space due to the,1,1,1.0
due to the application,2,1,2.0
to the application of,2,1,2.0
the application of the,2,1,2.0
application of the nonlinear,1,1,1.0
of the nonlinear map,1,1,1.0
the nonlinear map φ,1,1,1.0
nonlinear map φ related,1,1,1.0
map φ related to,1,1,1.0
φ related to the,1,1,1.0
related to the kernel,1,1,1.0
the kernel trick and,1,1,1.0
kernel trick and could,1,1,1.0
trick and could be,1,1,1.0
and could be used,1,1,1.0
could be used in,1,1,1.0
be used in combination,1,1,1.0
used in combination with,1,1,1.0
in combination with any,1,1,1.0
combination with any classiﬁer,1,1,1.0
with any classiﬁer t,1,1,1.0
any classiﬁer t o,1,1,1.0
classiﬁer t o the,1,1,1.0
t o the best,1,1,1.0
o the best of,1,1,1.0
the best of our,1,1,1.0
best of our knowledge,1,1,1.0
of our knowledge performing,1,1,1.0
our knowledge performing in,1,1,1.0
knowledge performing in the,1,1,1.0
performing in the feature,1,1,1.0
the feature space has,1,1,1.0
feature space has only,1,1,1.0
space has only been,1,1,1.0
has only been researched,1,1,1.0
only been researched in,1,1,1.0
been researched in recall,1,1,1.0
researched in recall that,1,1,1.0
in recall that in,1,1,1.0
recall that in our,1,1,1.0
that in our case,1,1,1.0
in our case it,1,1,1.0
our case it is,1,1,1.0
case it is performed,1,1,1.0
it is performed in,1,1,1.0
is performed in the,1,1,1.0
performed in the efs,1,1,1.0
in the efs in,2,1,2.0
the efs in this,2,1,2.0
efs in this previous,1,1,1.0
in this previous work,1,1,1.0
this previous work the,1,1,1.0
previous work the synthetic,1,1,1.0
work the synthetic instances,1,1,1.0
the synthetic instances were,2,1,2.0
synthetic instances were generated,1,1,1.0
instances were generated by,1,1,1.0
were generated by using,1,1,1.0
generated by using the,1,1,1.0
by using the geometric,1,1,1.0
using the geometric interpretation,1,1,1.0
the geometric interpretation of,1,1,1.0
geometric interpretation of the,1,1,1.0
interpretation of the dot,1,1,1.0
of the dot products,1,1,1.0
the dot products in,1,1,1.0
dot products in the,1,1,1.0
products in the kernel,1,1,1.0
in the kernel matrix,1,1,1.0
the kernel matrix and,1,1,1.0
kernel matrix and the,1,1,1.0
matrix and the of,1,1,1.0
and the of the,1,1,1.0
the of the synthetic,2,1,2.0
of the synthetic instances,2,2,1.0
synthetic instances were approximated,1,1,1.0
instances were approximated based,1,1,1.0
were approximated based on,1,1,1.0
approximated based on a,1,1,1.0
based on a distance,1,1,1.0
on a distance relation,1,1,1.0
a distance relation between,1,1,1.0
distance relation between the,1,1,1.0
relation between the feature,1,1,1.0
between the feature space,1,1,1.0
the feature space and,2,1,2.0
feature space and the,1,1,1.0
space and the input,1,1,1.0
and the input one,1,1,1.0
the input one since,1,1,1.0
input one since inverse,1,1,1.0
one since inverse mapping,1,1,1.0
since inverse mapping φ,1,1,1.0
inverse mapping φ from,1,1,1.0
mapping φ from the,1,1,1.0
φ from the feature,1,1,1.0
from the feature space,1,1,1.0
the feature space to,2,1,2.0
feature space to the,1,1,1.0
space to the input,1,1,1.0
to the input space,2,1,2.0
input space is not,1,1,1.0
space is not available,1,1,1.0
is not available our,1,1,1.0
not available our proposal,1,1,1.0
available our proposal is,1,1,1.0
our proposal is free,1,1,1.0
proposal is free of,1,1,1.0
is free of the,1,1,1.0
free of the assumptions,1,1,1.0
of the assumptions of,1,1,1.0
the assumptions of this,1,1,1.0
assumptions of this inverse,1,1,1.0
of this inverse mapping,1,1,1.0
this inverse mapping approximation,1,1,1.0
inverse mapping approximation the,1,1,1.0
mapping approximation the study,1,1,1.0
approximation the study made,1,1,1.0
the study made in,1,1,1.0
study made in this,1,1,1.0
in this paper intends,1,1,1.0
this paper intends to,1,1,1.0
paper intends to provide,1,1,1.0
intends to provide an,1,1,1.0
to provide an extensive,1,1,1.0
provide an extensive analysis,1,1,1.0
an extensive analysis of,1,1,1.0
extensive analysis of in,1,1,1.0
analysis of in the,1,1,1.0
of in the efs,2,1,2.0
in the efs and,1,1,1.0
the efs and can,1,1,1.0
efs and can be,1,1,1.0
and can be subdivided,1,1,1.0
can be subdivided in,1,1,1.0
be subdivided in three,1,1,1.0
subdivided in three sections,1,1,1.0
in three sections the,1,1,1.0
three sections the ﬁrst,1,1,1.0
sections the ﬁrst one,1,1,1.0
the ﬁrst one deals,1,1,1.0
ﬁrst one deals with,1,1,1.0
one deals with the,1,1,1.0
deals with the issue,1,1,1.0
with the issue of,1,1,1.0
the issue of extending,1,1,1.0
issue of extending the,1,1,1.0
of extending the smote,1,1,1.0
extending the smote algorithm,1,1,1.0
the smote algorithm to,1,1,1.0
smote algorithm to be,1,1,1.0
algorithm to be used,1,1,1.0
used in the full,1,1,1.0
the full and efs,1,1,1.0
full and efs the,1,1,1.0
and efs the objective,1,1,1.0
efs the objective is,1,1,1.0
the objective is to,2,1,2.0
objective is to test,1,1,1.0
is to test whether,2,1,2.0
to test whether the,3,1,3.0
test whether the efs,1,1,1.0
whether the efs provides,1,1,1.0
the efs provides a,2,1,2.0
efs provides a more,2,1,2.0
provides a more suitable,3,1,3.0
a more suitable framework,1,1,1.0
more suitable framework for,1,1,1.0
suitable framework for by,1,1,1.0
framework for by convex,1,1,1.0
for by convex combination,2,1,2.0
convex combination of patterns,5,1,5.0
combination of patterns and,1,1,1.0
of patterns and to,1,1,1.0
patterns and to deal,1,1,1.0
and to deal with,1,1,1.0
deal with the dimensionality,1,1,1.0
with the dimensionality of,1,1,1.0
the dimensionality of the,6,1,6.0
dimensionality of the efs,6,1,6.0
of the efs the,2,1,2.0
the efs the second,1,1,1.0
efs the second part,1,1,1.0
the second part deals,1,1,1.0
second part deals with,1,1,1.0
part deals with the,1,1,1.0
deals with the kernel,1,1,1.0
with the kernel function,1,1,1.0
the kernel function choice,1,1,1.0
kernel function choice since,1,1,1.0
function choice since our,1,1,1.0
choice since our methodology,1,1,1.0
since our methodology depends,1,1,1.0
our methodology depends on,1,1,1.0
methodology depends on how,1,1,1.0
depends on how the,1,1,1.0
on how the kernel,1,1,1.0
how the kernel matches,1,1,1.0
the kernel matches the,1,1,1.0
kernel matches the underlying,1,1,1.0
matches the underlying classiﬁcation,1,1,1.0
the underlying classiﬁcation problem,1,1,1.0
underlying classiﬁcation problem and,1,1,1.0
classiﬁcation problem and we,1,1,1.0
problem and we develop,1,1,1.0
and we develop a,1,1,1.0
we develop a strategy,1,1,1.0
develop a strategy for,1,1,1.0
a strategy for optimising,1,1,1.0
strategy for optimising the,1,1,1.0
for optimising the feature,1,1,1.0
optimising the feature space,1,1,1.0
the feature space based,1,1,1.0
feature space based on,1,1,1.0
space based on analytical,1,1,1.0
based on analytical knowledge,1,1,1.0
on analytical knowledge using,1,1,1.0
analytical knowledge using the,1,1,1.0
knowledge using the notion,1,1,1.0
using the notion of,1,1,1.0
the notion of alignment,1,1,1.0
notion of alignment ideally,1,1,1.0
of alignment ideally a,1,1,1.0
alignment ideally a better,1,1,1.0
ideally a better ﬁtted,1,1,1.0
a better ﬁtted kernel,1,1,1.0
better ﬁtted kernel will,1,1,1.0
ﬁtted kernel will increase,1,1,1.0
kernel will increase the,1,1,1.0
will increase the class,1,1,1.0
increase the class separability,1,1,1.0
the class separability providing,1,1,1.0
class separability providing a,1,1,1.0
separability providing a safer,1,1,1.0
providing a safer environment,1,1,1.0
a safer environment for,1,1,1.0
safer environment for the,1,1,1.0
environment for the generation,1,1,1.0
for the generation of,2,1,2.0
the generation of synthetic,1,1,1.0
generation of synthetic patterns,1,1,1.0
of synthetic patterns the,1,1,1.0
synthetic patterns the last,1,1,1.0
patterns the last part,1,1,1.0
the last part of,1,1,1.0
last part of this,1,1,1.0
part of this paper,1,1,1.0
of this paper proposes,1,1,1.0
this paper proposes a,1,1,1.0
paper proposes a uniﬁed,1,1,1.0
proposes a uniﬁed adaptive,1,1,1.0
a uniﬁed adaptive framework,1,1,1.0
uniﬁed adaptive framework for,1,1,1.0
adaptive framework for preferential,1,1,1.0
framework for preferential generalising,1,1,1.0
for preferential generalising several,1,1,1.0
preferential generalising several approaches,1,1,1.0
generalising several approaches in,1,1,1.0
several approaches in the,1,1,1.0
in the literature the,1,1,1.0
the literature the optimal,1,1,1.0
literature the optimal svm,1,1,1.0
the optimal svm hyperplane,2,1,2.0
optimal svm hyperplane and,1,1,1.0
svm hyperplane and kernel,1,1,1.0
hyperplane and kernel learning,1,1,1.0
and kernel learning techniques,1,1,1.0
kernel learning techniques are,1,1,1.0
learning techniques are used,1,1,1.0
techniques are used for,1,1,1.0
are used for optimising,1,1,1.0
used for optimising the,1,1,1.0
for optimising the synthetically,1,1,1.0
optimising the synthetically generated,1,1,1.0
the synthetically generated patterns,1,1,1.0
synthetically generated patterns the,1,1,1.0
generated patterns the objective,1,1,1.0
patterns the objective is,1,1,1.0
objective is to check,1,1,1.0
is to check if,1,1,1.0
to check if some,1,1,1.0
check if some regions,1,1,1.0
if some regions of,1,1,1.0
some regions of the,2,1,2.0
of the space can,1,1,1.0
the space can be,1,1,1.0
space can be more,1,1,1.0
can be more useful,1,1,1.0
be more useful for,1,1,1.0
more useful for than,1,1,1.0
useful for than others,1,1,1.0
for than others t,1,1,1.0
than others t o,1,1,1.0
others t o test,1,1,1.0
t o test the,1,1,1.0
o test the different,1,1,1.0
test the different hypotheses,1,1,1.0
the different hypotheses exposed,1,1,1.0
different hypotheses exposed in,1,1,1.0
hypotheses exposed in this,1,1,1.0
exposed in this paper,1,1,1.0
this paper we perform,1,1,1.0
paper we perform a,1,1,1.0
we perform a thorough,1,1,1.0
perform a thorough set,1,1,1.0
a thorough set of,2,1,2.0
thorough set of experiments,2,1,2.0
set of experiments with,1,1,1.0
of experiments with binary,1,1,1.0
experiments with binary imbalanced,1,1,1.0
with binary imbalanced datasets,1,1,1.0
binary imbalanced datasets the,1,1,1.0
imbalanced datasets the paper,1,1,1.0
datasets the paper is,1,1,1.0
as follows section ii,1,1,1.0
follows section ii introduces,1,1,1.0
section ii introduces some,1,1,1.0
ii introduces some useful,1,1,1.0
introduces some useful notions,1,1,1.0
some useful notions section,1,1,1.0
useful notions section iii,1,1,1.0
notions section iii exposes,1,1,1.0
section iii exposes how,1,1,1.0
iii exposes how to,1,1,1.0
exposes how to perform,1,1,1.0
how to perform sampling,1,1,1.0
to perform sampling in,1,1,1.0
perform sampling in the,1,1,1.0
sampling in the efs,3,1,3.0
in the efs section,1,1,1.0
the efs section iv,1,1,1.0
efs section iv develops,1,1,1.0
section iv develops a,1,1,1.0
iv develops a new,1,1,1.0
develops a new methodology,1,1,1.0
a new methodology for,1,1,1.0
new methodology for kernel,1,1,1.0
methodology for kernel learning,1,1,1.0
for kernel learning section,1,1,1.0
kernel learning section v,1,1,1.0
learning section v proposes,1,1,1.0
section v proposes a,1,1,1.0
v proposes a general,1,1,1.0
proposes a general preferential,1,1,1.0
a general preferential framework,1,1,1.0
general preferential framework section,1,1,1.0
preferential framework section vi,1,1,1.0
framework section vi exposes,1,1,1.0
section vi exposes the,1,1,1.0
vi exposes the tal,1,1,1.0
exposes the tal study,1,1,1.0
the tal study and,1,1,1.0
tal study and analyses,1,1,1.0
study and analyses the,1,1,1.0
and analyses the results,1,1,1.0
analyses the results obtained,1,1,1.0
the results obtained and,1,1,1.0
results obtained and ﬁnally,1,1,1.0
obtained and ﬁnally section,1,1,1.0
and ﬁnally section vii,1,1,1.0
ﬁnally section vii outlines,1,1,1.0
section vii outlines some,1,1,1.0
vii outlines some conclusions,1,1,1.0
outlines some conclusions and,1,1,1.0
some conclusions and future,1,1,1.0
conclusions and future work,1,1,1.0
and future work ii,1,1,1.0
future work ii b,1,1,1.0
work ii b ac,1,1,1.0
ii b ac k,1,1,1.0
b ac k g,1,1,1.0
ac k g ro,1,1,1.0
k g ro u,1,1,1.0
g ro u n,1,1,1.0
ro u n d,1,1,1.0
u n d this,1,1,1.0
n d this section,1,1,1.0
d this section is,1,1,1.0
this section is intended,1,1,1.0
section is intended to,1,1,1.0
is intended to introduce,1,1,1.0
intended to introduce the,1,1,1.0
to introduce the notation,1,1,1.0
introduce the notation used,1,1,1.0
the notation used throughout,1,1,1.0
notation used throughout all,1,1,1.0
used throughout all the,1,1,1.0
throughout all the paper,1,1,1.0
all the paper and,1,1,1.0
the paper and to,1,1,1.0
paper and to provide,1,1,1.0
and to provide some,1,1,1.0
to provide some previous,1,1,1.0
provide some previous notions,1,1,1.0
some previous notions about,1,1,1.0
previous notions about svm,1,1,1.0
notions about svm classiﬁers,1,1,1.0
about svm classiﬁers and,1,1,1.0
svm classiﬁers and the,1,1,1.0
classiﬁers and the empirical,1,1,1.0
and the empirical feature,1,1,1.0
empirical feature space consider,1,1,1.0
feature space consider a,1,1,1.0
space consider a sample,1,1,1.0
consider a sample d,1,1,1.0
a sample d xi,1,1,1.0
sample d xi y,1,1,1.0
d xi y i,1,1,1.0
xi y i m,1,1,1.0
y i m x,1,1,1.0
i m x y,1,1,1.0
m x y generated,1,1,1.0
x y generated from,1,1,1.0
y generated from a,1,1,1.0
generated from a unknown,1,1,1.0
from a unknown joint,1,1,1.0
a unknown joint distribution,1,1,1.0
unknown joint distribution p,1,1,1.0
joint distribution p x,1,1,1.0
distribution p x y,1,1,1.0
p x y where,1,1,1.0
x y where x,1,1,1.0
y where x rd,1,1,1.0
where x rd y,1,1,1.0
x rd y the,1,1,1.0
rd y the goal,1,1,1.0
y the goal in,1,1,1.0
the goal in binary,1,1,1.0
goal in binary classiﬁcation,1,1,1.0
in binary classiﬁcation is,1,1,1.0
binary classiﬁcation is to,1,1,1.0
classiﬁcation is to assign,1,1,1.0
is to assign an,1,1,1.0
to assign an input,1,1,1.0
assign an input vector,1,1,1.0
an input vector x,1,1,1.0
input vector x to,1,1,1.0
vector x to one,1,1,1.0
x to one of,1,1,1.0
to one of classes,1,1,1.0
one of classes denote,1,1,1.0
of classes denote by,1,1,1.0
classes denote by xtr,1,1,1.0
denote by xtr and,1,1,1.0
by xtr and xts,1,1,1.0
xtr and xts the,1,1,1.0
and xts the sets,1,1,1.0
xts the sets of,1,1,1.0
the sets of training,1,1,1.0
sets of training and,1,1,1.0
of training and testing,1,1,1.0
training and testing inputs,1,1,1.0
and testing inputs respectively,1,1,1.0
testing inputs respectively furthermore,1,1,1.0
inputs respectively furthermore we,1,1,1.0
respectively furthermore we will,1,1,1.0
furthermore we will mark,1,1,1.0
we will mark by,1,1,1.0
will mark by subscript,1,1,1.0
mark by subscript and,1,1,1.0
by subscript and to,1,1,1.0
subscript and to the,1,1,1.0
and to the sets,1,1,1.0
to the sets containing,1,1,1.0
the sets containing inputs,1,1,1.0
sets containing inputs from,1,1,1.0
containing inputs from the,1,1,1.0
inputs from the positive,1,1,1.0
from the positive and,1,1,1.0
the positive and negative,2,1,2.0
positive and negative class,1,1,1.0
and negative class respectively,1,1,1.0
negative class respectively for,1,1,1.0
class respectively for a,1,1,1.0
respectively for a set,1,1,1.0
for a set x,1,1,1.0
a set x we,1,1,1.0
set x we denote,1,1,1.0
x we denote by,1,1,1.0
we denote by x,1,1,1.0
denote by x the,1,1,1.0
by x the design,1,1,1.0
x the design matrix,1,1,1.0
the design matrix storing,3,1,3.0
design matrix storing points,2,1,2.0
matrix storing points of,2,1,2.0
storing points of x,1,1,1.0
points of x as,1,1,1.0
of x as rows,1,1,1.0
x as rows reproducing,1,1,1.0
as rows reproducing kernels,1,1,1.0
rows reproducing kernels often,1,1,1.0
reproducing kernels often referred,1,1,1.0
kernels often referred as,1,1,1.0
often referred as mercer,1,1,1.0
referred as mercer kernels,1,1,1.0
as mercer kernels are,1,1,1.0
mercer kernels are functions,1,1,1.0
kernels are functions k,1,1,1.0
are functions k x,1,1,1.0
functions k x x,1,1,1.0
k x x r,1,1,1.0
x x r which,1,1,1.0
x r which for,1,1,1.0
r which for all,1,1,1.0
which for all pattern,1,1,1.0
for all pattern sets,1,1,1.0
all pattern sets xm,1,1,1.0
pattern sets xm give,1,1,1.0
sets xm give rise,1,1,1.0
xm give rise to,1,1,1.0
give rise to semideﬁnite,1,1,1.0
rise to semideﬁnite positive,1,1,1.0
to semideﬁnite positive matrices,1,1,1.0
semideﬁnite positive matrices where,1,1,1.0
positive matrices where kij,1,1,1.0
matrices where kij k,1,1,1.0
where kij k xi,1,1,1.0
kij k xi xj,1,1,1.0
k xi xj kernel,1,1,1.0
xi xj kernel functions,1,1,1.0
xj kernel functions allow,1,1,1.0
kernel functions allow us,1,1,1.0
functions allow us to,1,1,1.0
allow us to derive,1,1,1.0
us to derive nonlinear,1,1,1.0
to derive nonlinear classiﬁers,1,1,1.0
derive nonlinear classiﬁers by,1,1,1.0
nonlinear classiﬁers by reducing,1,1,1.0
classiﬁers by reducing them,1,1,1.0
by reducing them to,1,1,1.0
reducing them to linear,1,1,1.0
them to linear ones,1,1,1.0
to linear ones but,1,1,1.0
linear ones but in,1,1,1.0
ones but in some,1,1,1.0
but in some hilbert,1,1,1.0
in some hilbert space,1,1,1.0
some hilbert space h,1,1,1.0
hilbert space h nonlinearly,1,1,1.0
space h nonlinearly related,1,1,1.0
h nonlinearly related to,1,1,1.0
nonlinearly related to the,1,1,1.0
related to the input,1,1,1.0
the input space and,2,1,2.0
input space and furnished,1,1,1.0
space and furnished with,1,1,1.0
and furnished with a,1,1,1.0
furnished with a dot,1,1,1.0
with a dot product,1,1,1.0
a dot product k,1,1,1.0
dot product k xi,1,1,1.0
product k xi xj,1,1,1.0
k xi xj xi,1,1,1.0
xi xj xi φ,1,1,1.0
xj xi φ xj,1,1,1.0
xi φ xj the,1,1,1.0
φ xj the use,1,1,1.0
xj the use of,1,1,1.0
use of this kernel,1,1,1.0
of this kernel function,1,1,1.0
this kernel function instead,1,1,1.0
kernel function instead of,1,1,1.0
function instead of the,1,1,1.0
instead of the dot,1,1,1.0
of the dot product,1,1,1.0
the dot product in,1,1,1.0
dot product in rm,1,1,1.0
product in rm corresponds,1,1,1.0
in rm corresponds to,1,1,1.0
rm corresponds to using,1,1,1.0
corresponds to using a,1,1,1.0
to using a usually,1,1,1.0
using a usually nonlinear,1,1,1.0
a usually nonlinear mapping,1,1,1.0
usually nonlinear mapping of,1,1,1.0
nonlinear mapping of patterns,1,1,1.0
mapping of patterns from,1,1,1.0
of patterns from x,1,1,1.0
patterns from x to,1,1,1.0
from x to a,1,1,1.0
x to a or,1,1,1.0
to a or dimensional,1,1,1.0
a or dimensional hilbert,1,1,1.0
or dimensional hilbert space,1,1,1.0
dimensional hilbert space h,1,1,1.0
hilbert space h such,1,1,1.0
space h such that,1,1,1.0
h such that φ,1,1,1.0
such that φ x,1,1,1.0
that φ x h,1,1,1.0
φ x h where,1,1,1.0
x h where the,1,1,1.0
h where the separation,1,1,1.0
where the separation would,1,1,1.0
the separation would ideally,1,1,1.0
separation would ideally be,1,1,1.0
would ideally be easier,1,1,1.0
ideally be easier and,1,1,1.0
be easier and take,1,1,1.0
easier and take the,1,1,1.0
and take the dot,1,1,1.0
take the dot product,1,1,1.0
the dot product there,1,1,1.0
dot product there kernel,1,1,1.0
product there kernel machines,1,1,1.0
there kernel machines trained,1,1,1.0
kernel machines trained on,1,1,1.0
machines trained on d,1,1,1.0
trained on d do,1,1,1.0
on d do not,1,1,1.0
d do not operate,1,1,1.0
do not operate on,1,1,1.0
not operate on the,1,1,1.0
operate on the whole,1,1,1.0
on the whole of,1,1,1.0
the whole of h,1,1,1.0
whole of h but,1,1,1.0
of h but on,1,1,1.0
h but on its,1,1,1.0
but on its subset,1,1,1.0
on its subset f,1,1,1.0
its subset f span,1,1,1.0
subset f span φ,1,1,1.0
f span φ φ,1,1,1.0
span φ φ xm,1,1,1.0
φ φ xm which,1,1,1.0
φ xm which we,1,1,1.0
xm which we will,1,1,1.0
which we will refer,1,1,1.0
we will refer to,1,1,1.0
will refer to as,1,1,1.0
refer to as the,1,1,1.0
to as the feature,1,1,1.0
as the feature space,1,1,1.0
the feature space such,1,1,1.0
feature space such that,1,1,1.0
space such that f,1,1,1.0
such that f h,1,1,1.0
that f h note,1,1,1.0
f h note that,1,1,1.0
h note that f,1,1,1.0
note that f is,1,1,1.0
that f is at,1,1,1.0
f is at most,1,1,1.0
is at most an,1,1,1.0
at most an linear,1,1,1.0
most an linear support,1,1,1.0
an linear support v,1,1,1.0
linear support v ector,1,1,1.0
support v ector machines,3,1,3.0
v ector machines svm,2,1,2.0
ector machines svm is,1,1,1.0
machines svm is perhaps,1,1,1.0
svm is perhaps the,1,1,1.0
is perhaps the most,1,1,1.0
the most common kernel,1,1,1.0
most common kernel method,1,1,1.0
